View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
Radio,SM,0,1,SingleQuestion,You friend has been assigned a project manager for a new project. Which document will guide the interactions between him and his selected vendors?,,,[Qno: PML_152] >> Procurement management plan is your internal document as project manager. Contract is common document between you and vendor.,,,,
,,,,,,1,The contract,,,,,
,,,,,,,The procurement management plan,,,,,
,,,,,,,The project plan,,,,,
,,,,,,,The Statement of Work (SOW),,,,,
Radio,IM,0,1,SingleQuestion,As sponsor you have recently signed project charter of your project. What are you expecting next from your project manager?,,,[Qno: PML_156] >> ,,,,
,,,,,,,WBS,,,,,
,,,,,,1,Project Management Plan,,,,,
,,,,,,,Quality Plan,,,,,
,,,,,,,Risk Assessment register,,,,,
Radio,CM,0,1,SingleQuestion,You are requested to provide estimates for an implementation project. Which of the following estimating methods will provide the most accurate estimate?,,,[Qno: PML_157] >> Rough order of magnitude: when you have very small detail about the scope. Top-down estimating: when you have high level of details but detail functionality is not clearly defined. Parametric estimating when you know the amount of work and production rate. Bottom-up estimating: when you have detailed requirements with you.,,,,
,,,,,,,Top-down estimating,,,,,
,,,,,,,Parametric estimating,,,,,
,,,,,,,Rough order of magnitude,,,,,
,,,,,,1,Bottom-up estimating,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following is an output of Verify Scope?,,,[Qno: PML_160] >> ,,,,
,,,,,,,Scope baseline,,,,,
,,,,,,1,Accepted deliverables,,,,,
,,,,,,,Formal acceptance,,,,,
,,,,,,,Validated Deliverables,,,,,
Radio,TM,0,1,SingleQuestion,"Based on the analysis of recent project report, your PMO suggested you that you should fast track your project for next two releases. What is the purpose of this activity?",,,[Qno: PML_161] >> ,,,,
,,,,,,,Reduce the project risk.,,,,,
,,,,,,1,Reduce project duration.,,,,,
,,,,,,,Increase productivity.,,,,,
,,,,,,,Increase quality.,,,,,
Radio,HM,0,1,SingleQuestion,"You recently join a new organization and has been assigned to a high visibility project because of previous success in similar kind of projects. Now to execute the staff for which you need to negotiate with functional managers, recruiting agencies, HR department and negotiate resources based on  personal characteristics, competency levels, and availability of the potential team members. Which of the following processes provides the tools and techniques which describe negotiations?",,,[Qno: PML_162] >> ,,,,
,,,,,,,Develop Human Resource Plan,,,,,
,,,,,,,Develop Project Team,,,,,
,,,,,,,Manage Project Team,,,,,
,,,,,,1,Acquire Project Team,,,,,
Radio,IM,0,1,SingleQuestion,All of the following statements are true regarding the Close Project or Phase process except:,,,[Qno: PML_163] >> ,,,,
,,,,,,,Close Procurements is not part of the Close Project or Phase process.,,,,,
,,,,,,1,Close Procurements is part of the Close Project or Phase process.,,,,,
,,,,,,,"When closing the project, the project manager will review all prior information from the previous phase closures to ensure that all project work is complete and that the project has met its objectives.",,,,,
,,,,,,,"The Close Project or Phase outputs is the final product, service, or result transition.",,,,,
Radio,HM,0,1,SingleQuestion,You are assigned as the project manager of an important project. To emphasis the importance and benefits of this project to the society you brought some high profile celebrity to address one of the project meeting. What type of power you have as project manager on this project.,,,[Qno: PML_165] >> Project Manager has Formal Power over his team members.,,,,
,,,,,,,Referent power,,,,,
,,,,,,,Coercive power,,,,,
,,,,,,,Expert power,,,,,
,,,,,,1,Formal power,,,,,
Radio,QM,0,1,SingleQuestion,One of the fundamental tenets of quality management is:,,,[Qno: PML_166] >> ,,,,
,,,,,,1,"Quality is planned, designed, and build-in. It is not inspected in.",,,,,
,,,,,,,Quality is planned and inspected in.,,,,,
,,,,,,,Quality incurs cost and management must think before committing,,,,,
,,,,,,,Quality requires constant inspection.,,,,,
Radio,RM,0,1,SingleQuestion,The risk management plan generally includes all the following except:,,,[Qno: PML_167] >> Responses are planned in Risk Response Plan process,,,,
,,,,,,,Probability and impact matrix,,,,,
,,,,,,,Identify resources for risk management activities,,,,,
,,,,,,1,Responses to individual risks,,,,,
,,,,,,,Definition of risk probability and impact,,,,,
Radio,QM,0,1,SingleQuestion,Quality experts says that cost of Nonconformance defined as -----,,,[Qno: PML_169] >> ,,,,
,,,,,,1,Money spent during and after the project because of failures.,,,,,
,,,,,,,Money spent before the project starts to identify quality measurements.,,,,,
,,,,,,,Money spent during the project to avoid failures.,,,,,
,,,,,,,Money spent after the project is completed to correct failures.,,,,,
Radio,CM,0,1,SingleQuestion,Which is the formula for ETC,,,[Qno: PML_171] >> ,,,,
,,,,,,,EAC-PV,,,,,
,,,,,,,BAC-EV,,,,,
,,,,,,1,EAC-AC,,,,,
,,,,,,,BAC-AC,,,,,
Radio,CM,0,1,SingleQuestion,The cost baseline is usually changed if,,,[Qno: PML_172] >> Best answer: Cost baseline cannot changed if scope change is not approved.,,,,
,,,,,,1,The revision is the result of an approved scope change.,,,,,
,,,,,,,The time baseline has been changed.,,,,,
,,,,,,,A basis for the original cost estimate was false and the project must be re-estimated.,,,,,
,,,,,,,Significant cost deviations have been reported,,,,,
Radio,QM,0,1,SingleQuestion,A vertical bar chart showing how often a particular variable state occurred is called:,,,[Qno: PML_173] >> ,,,,
,,,,,,,Run chart,,,,,
,,,,,,,Scatter diagram,,,,,
,,,,,,,Statistical sampling,,,,,
,,,,,,1,Histogram,,,,,
Radio,FW,0,1,SingleQuestion,Lee is the project manager and during the recent project review it was decided to allow subsequent project phases to begin before the predecessor phase is complete. This is called-----,,,[Qno: PML_177] >> ,,,,
,,,,,,1,Fast tracking,,,,,
,,,,,,,Risk mitigation,,,,,
,,,,,,,Crashing,,,,,
,,,,,,,Lead-Lag,,,,,
Radio,COM,0,1,SingleQuestion,"You have been assigned as a project manager into a very large project. There are many obstacles in the project and controversy on already delivered items. There are 60 keys stakeholder on this project representing. With this many stakeholders, what challenge will be the most difficult for the project&rsquo;s success?",,,"[Qno: PML_178] >> 1, 2, 4 can be managed up to a certain extend with well defined processes. Managing stakeholder expectation needs strong interpersonal, leadership skills.",,,,
,,,,,,,Managing scope creep.,,,,,
,,,,,,,Developing the communication plan.,,,,,
,,,,,,1,Managing stakeholder expectations.,,,,,
,,,,,,,"Coordinating communication between the project manager, the project team, and the project stakeholders.",,,,,
Radio,SM,0,1,SingleQuestion,Anil is the project manager for a web interface development project. Which process he should use to ensure that the customer formally accepts the deliverables of each project phase?,,,[Qno: PML_179] >> ,,,,
,,,,,,1,Scope verification,,,,,
,,,,,,,Quality Control,,,,,
,,,,,,,Quality assurance,,,,,
,,,,,,,EVM,,,,,
Radio,TM,0,1,SingleQuestion,You are project management for an yearly event. You have gathered the inputs for the Estimate Activity Duration process. Which of the following tools and techniques will you employ to produce the outputs for this process?,,,[Qno: PML_183] >> Activity list is I/O. There is not tool by name quantitatively based durations.,,,,
,,,,,,1,"Expert judgment, analogous estimating, parametric estimating, three-point estimates, and reserve analysis.",,,,,
,,,,,,,"Activity list, analogous estimating, three-point based durations, and alternatives identification.",,,,,
,,,,,,,"Activity list, analogous estimating, expert judgment, and reserve analysis.",,,,,
,,,,,,,"Expert judgment, alternatives identification, quantitatively based durations, and reserve analysis.",,,,,
Radio,CM,0,1,SingleQuestion,What are the components of CPI formula,,,"[Qno: PML_184] >> ACWP- Actual cost of work performed (AC), BCWP- Budgeted cost of work performed (EV) are part of CPI",,,,
,,,,,,,"PV, EV",,,,,
,,,,,,,"AC, PV",,,,,
,,,,,,,"AC, BCWS",,,,,
,,,,,,1,"ACWP, BCWP",,,,,
Radio,RM,0,1,SingleQuestion,"You are working  with new vendor and it has probability of 40 percent delay on your project and this will result in a $40,000 cost overrun. The expected value for this risk is:",,,[Qno: PML_185] >> ,,,,
,,,,,,1,"$ 16,000",,,,,
,,,,,,,$ 24000,,,,,
,,,,,,, 0.6%.,,,,,
,,,,,,,$ 1600,,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for Xi Inc. After completing your analysis you are recommending a project that costs $300,000. The expected inflows are $5,000 per month in the first year, $6,000 per month in the second year and then $7,000 per month thereafter. What is the payback period?",,,"[Qno: PML_186] >> 5000*12+6000*12+7000*24= $300,000",,,,
,,,,,,,36 months,,,,,
,,,,,,,39 months,,,,,
,,,,,,1,48 months,,,,,
,,,,,,,42 months,,,,,
Radio,CM,0,1,SingleQuestion,Earned value is the measurement of the,,,[Qno: PML_190] >> ,,,,
,,,,,,,Work planned till today,,,,,
,,,,,,1,Work performed till today,,,,,
,,,,,,,Actual spending till today,,,,,
,,,,,,,EAC,,,,,
Radio,CM,0,1,SingleQuestion,Which of the following tells you how much more budget is required to finish the project if everything continues at the current levels of performance?,,,[Qno: PML_195] >> ,,,,
,,,,,,,AC,,,,,
,,,,,,1,ETC at present rate,,,,,
,,,,,,,ETC at budgeted rate,,,,,
,,,,,,,EAC,,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for an IT project with an 5 months duration and a Budget at Completion (BAC) = $500,000. After two months you have following input for your status reporting: PV = $300,000, EV = $250,000, AC = $350,000. What do you report as CPI of your project?",,,[Qno: PML_201] >> ,,,,
,,,,,,1,0.71,,,,,
,,,,,,,0.96,,,,,
,,,,,,,1.03,,,,,
,,,,,,,1.05,,,,,
Radio,IM,0,1,SingleQuestion,Which of the following is not an activity of configuration management during the Integrated Change Control?,,,[Qno: PML_203] >> ,,,,
,,,,,,1,Funding,,,,,
,,,,,,,Verification,,,,,
,,,,,,,Status accounting,,,,,
,,,,,,,Auditing,,,,,
Radio,HM,0,1,SingleQuestion,"Your team&rsquo;s moral is down, you want to motivate them for higher productivity. Your friend, PMP certified project managers told that company policies and administration of salary, status and security can be a source of dissatisfaction but seldom contribute to long-term motivation.  Therefore you bring hygiene factors in place then only think for motivational factors. This theory was proposed by -------",,,[Qno: PML_206] >> ,,,,
,,,,,,1,Frederick Herzberg,,,,,
,,,,,,,Abraham Maslow,,,,,
,,,,,,,David McClelland,,,,,
,,,,,,,Alton Mayo and Peter Hawthrone,,,,,
Radio,SM,0,1,SingleQuestion,As Project Manager how would you best avoid scope creep?,,,"[Qno: PML_207] >> Because of business need changes are inevitable part of today&rsquo;s business. So neither we can stop them, nor dare to reject them. The best way is implement only approved changes.",,,,
,,,,,,,Insist in defining the scope at the beginning of the project.,,,,,
,,,,,,1,Insist that all change be approved.,,,,,
,,,,,,,Insist that all changes be made by a formal change request.,,,,,
,,,,,,,Do not accept any change Request in execution phase,,,,,
Radio,HM,0,1,SingleQuestion,"In your database project you are facing resource scarcity of database architects. They are currently assigned to other projects. Raj, a database architect is needed for your project for 4 months. Which of the following skills will you use to get Raj assigned to your project?",,,[Qno: PML_208] >> ,,,,
,,,,,,,Communication skills.,,,,,
,,,,,,,Problem-solving skills.,,,,,
,,,,,,,Communication and organizational skills.,,,,,
,,,,,,1,Negotiation and influencing skills.,,,,,
Radio,FW,0,1,SingleQuestion,The amount of authority a project manager possesses depends upon,,,[Qno: PML_209] >> ,,,,
,,,,,,1,The organizational structure.,,,,,
,,,,,,,Type of the project,,,,,
,,,,,,,Key stakeholder&rsquo;s influence on the project.,,,,,
,,,,,,,The project manager&rsquo;s communication skills.,,,,,
Radio,IM,0,1,SingleQuestion,What are the inputs to Develop Project Charter?,,,[Qno: PML_211] >> ,,,,
,,,,,,,"Contract, Project selection methods, Enterprise environmental factors, Organizational process assets.",,,,,
,,,,,,,"Project statement of work, Project selection methods, Organizational process assets.",,,,,
,,,,,,1,"Project statement of work, Business case, Contract, Enterprise environmental factors, Organizational process assets.",,,,,
,,,,,,,"Project statement of work, Project selection methods, Enterprise environmental factors.",,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for an IT project with an 5 months duration and a Budget at Completion (BAC) = $500,000. After two months you have following input for your status reporting: PV = $300,000, EV = $200,000, AC = $350,000. What do you report as Estimate to Complete (ETC) & Estimate at Completion (EAC)?",,,[Qno: PML_213] >> ,,,,
,,,,,,1,"$525,000, $875,000",,,,,
,,,,,,,"$350,000, $350,000",,,,,
,,,,,,,"$350000, $200,000",,,,,
,,,,,,,"$350,000, $875,000",,,,,
Radio,SM,0,1,SingleQuestion,You are the project manager of a real estate project. The scope of the current project in hand is similar to your previous project done by you. Which of the following you might consider?,,,[Qno: PML_214] >> Reusing WBS helps you knowing the list of deliverables. Other inputs mentioned cannot be used because this is different project.,,,,
,,,,,,1,Use the previous project&rsquo;s WBS as a template.,,,,,
,,,,,,,Use the previous project&rsquo;s product description when writing the scope statement.,,,,,
,,,,,,,Use the previous project&rsquo;s schedule as a template.,,,,,
,,,,,,,Use the previous project&rsquo;s cost-benefit analysis as justification for this project.,,,,,
Radio,CM,0,1,SingleQuestion,Project costs are over budget when,,,"[Qno: PML_218] >> CPI <1 means over budget, CPI>1 under budget",,,,
,,,,,,,CPI > 1,,,,,
,,,,,,,CPI < 0,,,,,
,,,,,,,CPI = 1,,,,,
,,,,,,1,CPI < 1,,,,,
Radio,QM,0,1,SingleQuestion,A control chart has all of the following characteristics except:,,,[Qno: PML_221] >> ,,,,
,,,,,,,Used to monitor output variable,,,,,
,,,,,,,Shows process behavior,,,,,
,,,,,,,Determines how stable a process is,,,,,
,,,,,,1,Determines linking between potential problem factors,,,,,
Radio,HM,0,1,SingleQuestion,Management of the project team is difficult when -----,,,[Qno: PML_222] >> ,,,,
,,,,,,,Formal training plans are not implemented.,,,,,
,,,,,,1,When team members are accountable to functional as well as project managers,,,,,
,,,,,,,Minor problems do not impact the project completion date,,,,,
,,,,,,,Team members are co-located.,,,,,
Radio,CM,0,1,SingleQuestion,Which of the following is main output of the Determine Budget process?,,,[Qno: PML_225] >> ,,,,
,,,,,,,Risk management plan updates,,,,,
,,,,,,1,Cost performance baseline,,,,,
,,,,,,,Cost estimates,,,,,
,,,,,,,Resource requirements,,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager for an IT project with an 5 months duration and a Budget at Completion (BAC) = $500,000. After two months you have following input for your status reporting: PV = $300,000, EV = $200,000, AC = $350,000. What do you report as Percent Spent (PS)?",,,[Qno: PML_226] >>  PS= AC / BAC = 350000/500000 = .7,,,,
,,,,,,1, 70%.,,,,,
,,,,,,, 23%.,,,,,
,,,,,,, 25%.,,,,,
,,,,,,, 91%.,,,,,
Radio,FW,0,1,SingleQuestion,You are the project manager in an organization with a weak matrix. Who will have the authority on your project?,,,[Qno: PML_229] >> ,,,,
,,,,,,1,Functional management,,,,,
,,,,,,,The customer,,,,,
,,,,,,,The project manager,,,,,
,,,,,,,The team leader,,,,,
Radio,COM,0,1,SingleQuestion,"You are the project manager of a project where you work with 15 other team members, one sponsor, and three managers who will contribute significantly to your project. How many communication are there between stakeholders in your project?",,,[Qno: PML_233] >> Total team is 20 member team including project manager.,,,,
,,,,,,1,190,,,,,
,,,,,,,171,,,,,
,,,,,,,105,,,,,
,,,,,,,Cannot be determined,,,,,
Radio,IM,0,1,SingleQuestion,The project plan does not provide a baseline for ….,,,[Qno: PML_234] >> ,,,,
,,,,,,,Scope,,,,,
,,,,,,,Cost,,,,,
,,,,,,,Schedule,,,,,
,,,,,,1,Risk,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following is not a tool and technique of Perform Qualitative Risk Analysis?,,,"[Qno: PML_235] >> T&T of Perform qualitative Risk Analysis are Risk Probability and impact assessment, Probability and impact matrix, Risk data quality assessment, Risk Categorization, Risk urgency assessment, Expert Judgment",,,,
,,,,,,,Risk Urgency Assessment,,,,,
,,,,,,1,Diagramming techniques,,,,,
,,,,,,,Risk Probability & impact assessment,,,,,
,,,,,,,Risk data quality assessment,,,,,
Radio,CM,0,1,SingleQuestion,"You are a sponsor of a real estate project and your project manager reported you following PV = $200,000, EV = $140,200, AC = $180,00. This tells you what?",,,"[Qno: PML_236] >> CPI= .777, SPI = .7",,,,
,,,,,,1,"Project is over budget, and behind schedule",,,,,
,,,,,,,"Project is over budget, but on time",,,,,
,,,,,,,"Project is under budget, and behind schedule",,,,,
,,,,,,,"Project is under budget, but on time",,,,,
Radio,QM,0,1,SingleQuestion,You have recently been assigned as Project Manager into a large project. You are looking for a name of document which describes how the project management team will implement the quality policy of the performing organization. Which is that document?,,,[Qno: PML_238] >> ,,,,
,,,,,,,Quality assurance plan,,,,,
,,,,,,,Quality control plan,,,,,
,,,,,,,Quality audit report,,,,,
,,,,,,1,Quality management plan,,,,,
Radio,CM,0,1,SingleQuestion,Which are the elements of PS (percentage spent),,,[Qno: PML_240] >> ,,,,
,,,,,,1,"AC, BAC",,,,,
,,,,,,,"EV, BAC",,,,,
,,,,,,,"PC, BAC",,,,,
,,,,,,,"AV, BAC",,,,,
Radio,CM,0,1,SingleQuestion,Which of the following has influence on bottom-up estimating?,,,[Qno: PML_245] >> ,,,,
,,,,,,1,Complexity and size of the work package,,,,,
,,,,,,,Accuracy of historical information available,,,,,
,,,,,,,Estimating skill of estimator,,,,,
