View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
,,,,,,,"starting project, closing project",,,,,
,,,,,,,"starting project, starting project",,,,,
,,,,,,,"closing project, closing project",,,,,
Radio,FW,0,1,SingleQuestion,Risk is high ------- phase and cost of change is high ------- Phase,,,[Qno: PML_2870] >> ,,,,
,,,,,,1,"starting project, closing project",,,,,
,,,,,,,"closing project, starting project",,,,,
,,,,,,,"starting project, starting project",,,,,
,,,,,,,"closing project, closing project",,,,,
Radio,FW,0,1,SingleQuestion,The number of phases needed and the degree of control applied for a project does not depends upon -------,,,[Qno: PML_2871] >> Type of the project constraints remains same for the all project lifecycle phases. Therefore project phases are not created based on the project constraints,,,,
,,,,,,,Size,,,,,
,,,,,,,Complexity,,,,,
,,,,,,,Potential Impact,,,,,
,,,,,,1,Type of the project constraints,,,,,
Radio,FW,0,1,SingleQuestion,"In the context of project lifecycle phase, which statement is true",,,[Qno: PML_2872] >> PMBOK(r) Guide 4th Edition Page-20,,,,
,,,,,,1,Phase end review may terminate the project,,,,,
,,,,,,,Phase end review must give approval for next phase,,,,,
,,,,,,,Phase end review may not have deliverables,,,,,
,,,,,,,"Phase end review may not have measurable, verifiable work product",,,,,
Radio,FW,0,1,SingleQuestion,Stakeholder identification is ------- and it can be -------,,,[Qno: PML_2873] >> PMBOK(r) Guide 4th Edition Page-24,,,,
,,,,,,1,"Continuous process, difficult",,,,,
,,,,,,,"One type process, easy",,,,,
,,,,,,,"One type process, tedium",,,,,
,,,,,,,"Continuous process, easy",,,,,
Radio,FW,0,1,SingleQuestion,Which one is not part of organization culture & style,,,[Qno: PML_2874] >> PMBOK(r) Guide 4th Edition Page-28,,,,
,,,,,,,"Shared vision, values, norms, beliefs & expectations",,,,,
,,,,,,,"Policies, methods & procedures",,,,,
,,,,,,,View of authority relationships,,,,,
,,,,,,1,The way two newly joined workers talking with each other,,,,,
Radio,FW,0,1,SingleQuestion,Project budget in weak matrix organization is controlled by ------- and in strong matrix organization is controlled by -------,,,[Qno: PML_2875] >> PMBOK(r) Guide 4th Edition Page-28,,,,
,,,,,,,"Project Manager, Project Manager",,,,,
,,,,,,,"Functional Manager, Functional Manager",,,,,
,,,,,,,"Project Manager, Functional Manager",,,,,
,,,,,,1,"Functional Manager, Project Manager",,,,,
Radio,HM,0,1,SingleQuestion,During human resource planning you identified that your team members are not sufficiently qualified for the project activities they are assigned to. Which appropriate process can resolve this issue?,,,[Qno: PML_332] >> ,,,,
,,,,,,,Monitor & Control Project Team,,,,,
,,,,,,,Acquire Project Team,,,,,
,,,,,,1,Develop Project Team,,,,,
,,,,,,,Manage Project Team,,,,,
Radio,HM,0,1,SingleQuestion,Which of the following conflict resolution heads to a win-win outcome?,,,[Qno: PML_336] >> ,,,,
,,,,,,,Smoothing,,,,,
,,,,,,,Compromising,,,,,
,,,,,,,Give & Take,,,,,
,,,,,,1,Confronting,,,,,
Radio,HM,0,1,SingleQuestion,"You have promised your team a week training on leadership by internationally recognized leadership trainer, if they complete the project ahead of schedule. This is an example of which of the following?",,,[Qno: PML_338] >> Expectancy theory of Victor Vroom says level of efforts results in desired outcome.,,,,
,,,,,,,Contingency theory,,,,,
,,,,,,1,Expectancy theory,,,,,
,,,,,,,Maslow&rsquo;s theory,,,,,
,,,,,,,Achievement theory,,,,,
Radio,HM,0,1,SingleQuestion,Which classification model helps you organizing stakeholders as per their authority and involvement in project so that you can plan your strategy to manage these stakeholders with minimum efforts?,,,[Qno: PML_352] >> ,,,,
,,,,,,1,Power/influence grid,,,,,
,,,,,,,Influence/impact grid,,,,,
,,,,,,,Interest/influence grid,,,,,
,,,,,,,Power/interest grid,,,,,
Radio,HM,0,1,SingleQuestion,At the start of your project you negotiated availability of some teams members and assigned them 75% on your project. While consolidating the  project data you realized that availability is just 50% and due to this there certain delays on the project. What should be your next step?,,,[Qno: PML_366] >> ,,,,
,,,,,,,"Adjust the project schedule, inform the stakeholders and set their expectations.",,,,,
,,,,,,,Meet with the sponsor and secure more resources for your project to ensure the completion of remaining work on time.,,,,,
,,,,,,,Meet with accounting to ensure your project is not charged for more than what was reported by the team members.,,,,,
,,,,,,1,Meet with the functional managers and negotiate clear and written assignments with the commitment that the team members are available as agreed.,,,,,
Radio,HM,0,1,SingleQuestion,"You want to learn about the way in which people, teams, and organizational units behave. In which of the following is this informational available?",,,[Qno: PML_374] >> ,,,,
,,,,,,,Organizational Chart,,,,,
,,,,,,,Organizational Model,,,,,
,,,,,,,Organizational Roles,,,,,
,,,,,,1,Organizational Theory,,,,,
Radio,HM,0,1,SingleQuestion,"As a project manager you travelled a country about which you do not much. You started working on the project in foreign land but within few days you started thinking that local people, who are your stakeholder and project team members they consider you foreigner because you do not understand their value system, culture, basic ethics etc. Due to this it became very difficult for you  manage the project. What could you have done to avoid this kind of problem?",,,[Qno: PML_381] >> ,,,,
,,,,,,,Hired a local language translator with you to talk in local language,,,,,
,,,,,,,Only local person should have been assigned as project manager for these kind of projects.,,,,,
,,,,,,,"Nothing can be done, in the international project it is bound to happen",,,,,
,,,,,,1,Get the training on local custom and laws of that country before taking this assignment in hand.,,,,,
Radio,HM,0,1,SingleQuestion,"In the human resource plan the right to apply project resources, to make decisions and to sign approval is called …",,,[Qno: PML_426] >> ,,,,
,,,,,,,Competency,,,,,
,,,,,,,Role,,,,,
,,,,,,1,Authority,,,,,
,,,,,,,Responsibility,,,,,
Radio,HM,0,1,SingleQuestion,Which is NOT the components of Human Resource Plan,,,[Qno: PML_2886] >> Project Staff Assignment is output of Acquire project team,,,,
,,,,,,,Staffing Management Plan,,,,,
,,,,,,,Resource Calendar,,,,,
,,,,,,,Project organization chart,,,,,
,,,,,,1,Project Staff Assignments,,,,,
Radio,HM,0,1,SingleQuestion,Which is NOT the components of  Staffing Management Plan,,,[Qno: PML_2887] >> Project Org Chart is part of Human Resource Management plan.,,,,
,,,,,,,Rewards & Recognition,,,,,
,,,,,,,Staff Release Plan,,,,,
,,,,,,,Training Needs,,,,,
,,,,,,1,Project Organization Chart,,,,,
Radio,HM,0,1,SingleQuestion,RAM is developed during,,,[Qno: PML_2888] >> ,,,,
,,,,,,,Acquire Project Team,,,,,
,,,,,,,Develop Project Team,,,,,
,,,,,,,Develop Human Resource Plan,,,,,
,,,,,,1,Estimate Activity Resource,,,,,
Radio,HM,0,1,SingleQuestion,Which Human Resource Process uses Expert Judgement Tool,,,[Qno: PML_2889] >> No process in Human Resource Management Knowledge Area uses Expert Judgement Tool,,,,
,,,,,,,Develop Human Resource Plan,,,,,
,,,,,,,Acquire Project Team,,,,,
,,,,,,,Develop Project Team,,,,,
,,,,,,1,None of the above,,,,,
Radio,HM,0,1,SingleQuestion,Pre-assignments is part of ------- process,,,[Qno: PML_2897] >> ,,,,
,,,,,,1,Acquire Project Team,,,,,
,,,,,,,Develop Project Team,,,,,
,,,,,,,Develop Human Resource Plan,,,,,
,,,,,,,Manage Project Team,,,,,
Radio,HM,0,1,SingleQuestion,Which of the following is not example of Interpersonal Skills,,,[Qno: PML_2917] >> Public speaking skills is part of management skills. PMBOK(r) Guide 4th Edition Page 417,,,,
,,,,,,,Building Trust,,,,,
,,,,,,,Resoling Conflicts,,,,,
,,,,,,,Active Listening,,,,,
,,,,,,1,Public Speaking Skills,,,,,
Radio,HM,0,1,SingleQuestion,Which of the following is not example of Management Skills,,,[Qno: PML_2918] >> Overcoming resistance to change is part of interpersonal skills. PMBOK(r) Guide 4th Edition Page 417,,,,
,,,,,,,Presentation Skills,,,,,
,,,,,,,Negotiating Skills,,,,,
,,,,,,,Writing Skills,,,,,
,,,,,,1,Overcoming resistance to change,,,,,
Radio,HM,0,1,SingleQuestion,An effective project manager need to have,,,[Qno: PML_2919] >> PMBOK(r) Guide 4th Edition Page 417,,,,
,,,,,,,Only Technical skills,,,,,
,,,,,,,Only Interpersonal Skills,,,,,
,,,,,,,Only Conceptual skills,,,,,
,,,,,,1,All of the above,,,,,
Radio,HM,0,1,SingleQuestion,There is a conflict between two project team members. As a project manager what shall be your next step.,,,[Qno: PML_2920] >> PMBOK(r) Guide 4th Edition Page 240,,,,
,,,,,,1,"Document the issue in Issue Log, assign a person to resolve the issue by specified date",,,,,
,,,,,,,Talk with individual parties and resolve the issue as soon as possible,,,,,
,,,,,,,"Conflict keeps coming on the project, it waste lots of time and energy therefore focus on the work and ignore it",,,,,
,,,,,,,Ask people to solve their issue and then only start working on project.,,,,,
Radio,HM,0,1,SingleQuestion,Six phase model is used for,,,[Qno: PML_2921] >> PMBOK(r) Guide 4th Edition Page 420,,,,
,,,,,,1,Decision Making,,,,,
,,,,,,,Conflict Resolution,,,,,
,,,,,,,Negotiation,,,,,
,,,,,,,Communication,,,,,
Radio,HM,0,1,SingleQuestion,In Human Resource Management Knowledge Area Organization process assets is not input in ,,,[Qno: PML_2922] >> PMBOK(r) Guide 4th Edition Page 260,,,,
,,,,,,,Develop Human Resource Plan,,,,,
,,,,,,1,Acquire Project Team,,,,,
,,,,,,,Develop Project Team,,,,,
,,,,,,,Manage Project Team,,,,,
Radio,HM,0,1,SingleQuestion,Recent reports reveals that team members are working over time but even after they are not able to finish the work. You observed that team is highly frustrated because of long hours working for many days. After further analysis of the report you found that they have been working on those activities which are being assigned to them which are not included in the scope baseline. As a project manager what is your next step ?,,,[Qno: PML_2929] >> ,,,,
,,,,,,,Talk to billing manager and ask him to bill more for the extra work done by the team,,,,,
,,,,,,,Promise project team to take them out for some fun event after the project is complete,,,,,
,,,,,,1,Restate the ground rule and explain the team the process of change request handling.,,,,,
,,,,,,,Tell them that tomorrow onward they all shall take work from you and should not talk with anybody else for this.,,,,,
Radio,HM,0,1,SingleQuestion,Your team has achieved a milestone from their side but customer feels that till the product is verified by him you cannot say that milestone is achieved. Based on the recent performance report you realized that delivery has been made to customer 10 days back and customer has not verified the product because of their internal reasons. As a project manager what is your next step ?,,,[Qno: PML_2930] >> ,,,,
,,,,,,,"You cannot control customer, these kind of things are quite common is project therefore ignore it",,,,,
,,,,,,,Ask your team that in future if customer has not verified the project we cannot say that milestone is achieved because it can upset the customer,,,,,
,,,,,,1,Ask customer to respect the dependency and finalize the date of verification and rebaseline the milestone date,,,,,
,,,,,,,Ask customer to pay for the time lost due to his internal issue,,,,,
Radio,HM,0,1,SingleQuestion,Co-location is,,,[Qno: PML_2931] >> ,,,,
,,,,,,1,"A placement approach in which most of the team members are physically located close to one another for improved communication, better working relationship and increased productivity",,,,,
,,,,,,,People are placed at same location so that if they fight issues can be resolved immediately,,,,,
,,,,,,,Cluster of locations which are near to each other,,,,,
,,,,,,,Related to locating items in WBS,,,,,
Radio,HM,0,1,SingleQuestion,On your project people are working from three different continents. They are dedicated on the project and they have not seen each other face to face since the time project started three years ago. This is an example of,,,[Qno: PML_2932] >> ,,,,
,,,,,,,Remote Team,,,,,
,,,,,,,Distant Team,,,,,
,,,,,,1,Virtual Team,,,,,
,,,,,,,Motivated Team,,,,,
Radio,IM,0,1,SingleQuestion,Direct and Manage Project Execution also requires implementation of approved changes. There are few changes which are related to documented direction to perform an activity that can reduce the probability of negative consequences associated with the project risk.  What do you call these kind of change requests?,,,[Qno: PML_351] >> ,,,,
,,,,,,1,Preventive action,,,,,
,,,,,,,Corrective action,,,,,
,,,,,,,Defect repair,,,,,
,,,,,,,Modifications,,,,,
Radio,IM,0,1,SingleQuestion,A project charter is made and signed by project sponsor. It has name of the project managers and …,,,[Qno: PML_371] >> ,,,,
,,,,,,,name of the team members who will join the project with their responsibilities.,,,,,
,,,,,,,Name of the people where he can talk and where he not.,,,,,
,,,,,,,The compensation and bonus for managing the project.,,,,,
,,,,,,1,Responsibility and authority of the project manager.,,,,,
Radio,IM,0,1,SingleQuestion,You are working on a project where you have completed all the project work and about the deliver the product to customer. You finished all work under 20 % budget and 15 % less time. During final customer acceptance customer has raised several change requests and threat that if you do not implement all the change request then we will not accept the product and go to the court. What shall you do in this situation?,,,[Qno: PML_386] >> ,,,,
,,,,,,,Insist that you have completed the project according to the product specifications.,,,,,
,,,,,,1,"Obtain the requested changes and estimate the cost. If the cost of the changes is within the original budget, just do the extra and issue the final invoice for the amount as specified in the contract.",,,,,
,,,,,,,"Customer cannot do anything, you have completed the work as per his requirement. Just go ahead and raise invoice.",,,,,
,,,,,,,Tell the customer to file a formal change request to be passed through the formal change control procedure.,,,,,
Radio,IM,0,1,SingleQuestion,What is the difference between a project baseline and a project plan?,,,[Qno: PML_437] >> ,,,,
,,,,,,,"Baselines change only at milestones, project plans change as required.",,,,,
,,,,,,,Baselines and project plans do not change. There are no differences.,,,,,
,,,,,,1,"Baselines are control tools, project plans are execution tools.",,,,,
,,,,,,,"Baselines are snapshots of the project plan, project plans change as required.",,,,,
Radio,IM,0,1,SingleQuestion,Work performance information is input to all monitoring and controlling process group process except,,,[Qno: PML_2980] >> Monitor & Control Project Work has performance report as an input.,,,,
,,,,,,,Administer Procurement,,,,,
,,,,,,,Monitor & Control Riks,,,,,
,,,,,,1,Monitor & Control Project Work,,,,,
,,,,,,,Report Performance,,,,,
Radio,IM,0,1,SingleQuestion,Your configuration manager told you that one of the sentence below is not true. Which one is that?,,,[Qno: PML_2981] >> ,,,,
,,,,,,,Configuration Management is part of integrated change control ,,,,,
,,,,,,1,integrated change Control is part of Configuration management,,,,,
,,,,,,,Configuration Management includes configuration status accounting,,,,,
,,,,,,,Change Request can be a preventive action,,,,,
Radio,IM,0,1,SingleQuestion,When do you first time assign team member(s) for perform integrated change control activities,,,[Qno: PML_2982] >> The perform integrated change control process is conducted from project inception through completion. PMBOK(r) Guide 4th Edition Page 93,,,,
,,,,,,1,At the time of kickoff meeting,,,,,
,,,,,,,At the time of project planning,,,,,
,,,,,,,After planning is complete,,,,,
,,,,,,,At the time project execution.,,,,,
Radio,IM,0,1,SingleQuestion,"Select the activity, which Perform Integrated Change Control process does not include as one of the change management activities",,,[Qno: PML_2983] >> Implementing change request is part of direct and manage project execution,,,,
,,,,,,,Influencing the factors that circumvent integrated change control so that only approved changes are implemented,,,,,
,,,,,,,"Reviewing, analyzing and approving change requests promptly",,,,,
,,,,,,,Documenting the complete impact of change request,,,,,
,,,,,,1,Implementing the changes,,,,,
Radio,IM,0,1,SingleQuestion,Maintaining the integrity of baselines by releasing only approved changes is part of,,,[Qno: PML_2984] >> Maintaining the integrity of baselines by releasing only approved changes. Only approved changes are incorporated into the project management plan and project documents. This is a change management activity which is part of perform integrated change control. PMBOK(r) Guide 4th Edition Page 93,,,,
,,,,,,,Perform Quality Control,,,,,
,,,,,,1,Perform integrated change Control,,,,,
,,,,,,,Monitor & Control Project Work,,,,,
