View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
,,,,,,,Product description,,,,,
Radio,SM,0,1,SingleQuestion,Grouping of project elements that organizes and defines the total scope of the project is called WBS. WBS can be -----,,,[Qno: PML_297] >> ,,,,
,,,,,,,material - oriented,,,,,
,,,,,,,schedule -oriented,,,,,
,,,,,,,budget - oriented,,,,,
,,,,,,1,deliverable - oriented,,,,,
Radio,SM,0,1,SingleQuestion,Brainstorming and lateral thinking are -----,,,[Qno: PML_315] >> ,,,,
,,,,,,,Organizational process assets that are used to help develop the project management plan.,,,,,
,,,,,,,"Alternatives identification technique, which is a tool and technique of the estimate activity duration process.",,,,,
,,,,,,,Expert judgment tool used to develop the project scope statement.,,,,,
,,,,,,1,"Alternatives identification technique, which is a tool and technique of the define scope process.",,,,,
Radio,SM,0,1,SingleQuestion,Project scope completion is measured against …,,,"[Qno: PML_316] >> RTM is used to trace requirement, not for checking scope completion. Product and project scope both are important.",,,,
,,,,,,,Product requirements.,,,,,
,,,,,,,Quality management plan.,,,,,
,,,,,,,Requirements traceability matrix.,,,,,
,,,,,,1,Project management plan.,,,,,
Radio,SM,0,1,SingleQuestion,"A baseline which contains the user acceptance criteria, work packages, and a dictionary. Which baseline is this?",,,[Qno: PML_334] >> ,,,,
,,,,,,,Schedule baseline,,,,,
,,,,,,,Project baseline,,,,,
,,,,,,,Cost baseline,,,,,
,,,,,,1,Scope baseline,,,,,
Radio,SM,0,1,SingleQuestion,In a meeting with stakeholders you are verifying that all items currently in the scope are really necessary or if functions could be provided at a lower cost without degrading performance or quality of the deliverables. Which product analysis are you using?,,,[Qno: PML_384] >> ,,,,
,,,,,,,Value engineering,,,,,
,,,,,,,Function analysis,,,,,
,,,,,,,Benefit/cost analysis,,,,,
,,,,,,1,Value analysis,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following best describes the difference between project deliverables and project requirements?,,,[Qno: PML_395] >> ,,,,
,,,,,,,Deliverables are specific items that must be produced to consider the project or project phase complete. A phase can have one deliverable and many requirements.,,,,,
,,,,,,,Requirements are measurable items that must be produced to consider the project or project phase complete. A phase can have multiple deliverable and many requirements.,,,,,
,,,,,,,"Requirements are measurable items that must be produced to consider the project or project phase complete. Deliverables are the specifications of the product, services or result need to be delivered.",,,,,
,,,,,,1,Deliverables are specific items that must be produced to consider the project or project phase complete. Requirements are the specifications of the deliverables used to tell you if the deliverables were produced successfully.,,,,,
Radio,SM,0,1,SingleQuestion,Within one week of project scope statement baseline customer comes to and mentions that frozen requirements does not support our newly changed marketing strategy therefore contract need to be amended. After this change is evaluated and you found substantial change in cost and schedule which has been approved by customer. What is your next step?,,,[Qno: PML_396] >> ,,,,
,,,,,,,Cost and Schedule has been approved by the customer therefore do nothing,,,,,
,,,,,,,Update the scope management plan,,,,,
,,,,,,,Update the lessons learned document,,,,,
,,,,,,1,Adjust your baselines as per newly approved cost and schedule.,,,,,
Radio,SM,0,1,SingleQuestion,Sponsor decided that although all will participate to give input but only Jim will make the decision. Which decision making technique is this?,,,[Qno: PML_398] >> ,,,,
,,,,,,1,Dictatorship,,,,,
,,,,,,,Unanimity,,,,,
,,,,,,,Majority,,,,,
,,,,,,,Plurality,,,,,
Radio,SM,0,1,SingleQuestion,A discipline deals with interdisciplinary field of engineering that focuses on how complex engineering projects should be designed and managed over the life cycle of the project.,,,[Qno: PML_432] >> ,,,,
,,,,,,1,System engineering,,,,,
,,,,,,,Function analysis,,,,,
,,,,,,,Values analysis,,,,,
,,,,,,,Value engineering,,,,,
Radio,SM,0,1,SingleQuestion,The Scope baseline consists of ,,,[Qno: PML_474] >> PMBOK(r) Guide 4th Edition Page-319,,,,
,,,,,,,"Cost baseline, Quality baseline and Schedule baseline",,,,,
,,,,,,1,"Scope statement, WBS, and WBS dictionary",,,,,
,,,,,,,Configuration management plan and Configuration identification document,,,,,
,,,,,,,Procurement statement of work and Project scope statement,,,,,
Radio,SM,0,1,SingleQuestion,"Your customer expects you to implement a minor scope change without delay and without additional cost. You believe that you have adequate authorization to make the decision by yourself, but you are not quite sure about this. What should be your next steps",,,"[Qno: PML_533] >> PMBOK(r) Guide 4th Edition, page 93.",,,,
,,,,,,1,"Handle the request according to the integrated change control processes described in your management plans. Then make a decision together with the appropriate change control body, whether the increased customer satisfaction will be worth the extra costs, work, risks etc.",,,,,
,,,,,,,Customer satisfaction is your top priority. Customer gives you opportunity for this. This is the opportunity to exceed the expectations. So ahead and make up the cost from contingency buffer. After all this is for these kind of situations.,,,,,
,,,,,,,Look into the opportunity and try to exploit it for further profit maximization,,,,,
,,,,,,,"This is good opportunity to develop relations so go ahead and start working on this, after all this is minor scope change.",,,,,
Radio,SM,0,1,SingleQuestion,A WBS dictionary has,,,"[Qno: PML_539] >> PMBOK(r) Guide 4th Edition, page 453.",,,,
,,,,,,1,Details of each WBS component,,,,,
,,,,,,,Technical details of the scope,,,,,
,,,,,,,Functional details of the scope,,,,,
,,,,,,,List of deliverables & their dictionary meaning,,,,,
Radio,SM,0,1,SingleQuestion,Where should you write the product acceptance criteria?,,,"[Qno: PML_555] >> PMBOK(r) Guide 4th Edition, page 115.",,,,
,,,,,,,Work breakdown structure,,,,,
,,,,,,,Resource assignments,,,,,
,,,,,,1,Project scope statement,,,,,
,,,,,,,Project scope management plan,,,,,
Radio,SM,0,1,SingleQuestion,The Scope baseline includes____.,,,"[Qno: PML_563] >> PMBOK(r) Guide 4th Edition, pages 122, 124, 319.",,,,
,,,,,,1,"WBS dictionary, WBS, Scope statement",,,,,
,,,,,,,Details of scope management plans of the project,,,,,
,,,,,,,Schedule baseline and Cost baseline,,,,,
,,,,,,,Configuration Management Plan and Statement of work,,,,,
Radio,SM,0,1,SingleQuestion,What is the meaning of the acronym CSOW?,,,[Qno: PML_577] >> ,,,,
,,,,,,,Statement of work - part of contingency plan,,,,,
,,,,,,,"Currently valid statement of work, which should be used for comparison with other versions of SOW",,,,,
,,,,,,,Statement of work that is directly linked to Control account,,,,,
,,,,,,1,Formally agreed statement of work part of the contract,,,,,
Radio,SM,0,1,SingleQuestion,A difference between a Statement of work and a Scope statement is:,,,"[Qno: PML_644] >> PMBOK(r) Guide 4th Edition, pages 75, 115.",,,,
,,,,,,,"The statement of work focuses on physical or technical matters, while the project scope statement focuses on a functional view.",,,,,
,,,,,,1,The statement of work is prepared by the customer while the scope statement is developed by the project management team.,,,,,
,,,,,,,The project scope statement is in most projects developed before the statement of work is written.,,,,,
,,,,,,,A project scope statement can become a contract document; a statement of work cannot.,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following is not true about the WBS report? ,,,[Qno: PML_720] >> WBS should focus on deliverables.,,,,
,,,,,,,The project team must be involved in developing the WBS. ,,,,,
,,,,,,,"As a rule of thumb, each activity of WBS should take less than 80 hours. ",,,,,
,,,,,,1,WBS should focus in on the activities that must be performed in the project and should not focus on the deliverables. ,,,,,
,,,,,,,WBS is usually represented in a hierarchical fashion. ,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following is true regarding Control Account?,,,[Qno: PML_1001] >> ,,,,
,,,,,,,It is the body with overall administrative authority and control over an account in the performing organization,,,,,
,,,,,,,It is a quality control tool for controlling the defects to minimize delivered defects,,,,,
,,,,,,,It is the major accounting book where all the cost details are entered for an active account,,,,,
,,,,,,1,"It is a management control point where scope, budget, actual cost and schedule are integrated and compared to earned value for performance management",,,,,
Radio,SM,0,1,SingleQuestion,Create WBS is part which Knowledge Area?,,,[Qno: PML_1089] >> ,,,,
,,,,,,,Project Time Management,,,,,
,,,,,,,Project Integration Management,,,,,
,,,,,,,Project Cost Management,,,,,
,,,,,,1,Project Scope Management,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following statement is NOT true?,,,"[Qno: PML_1127] >> WBS, WBS Dictionary, Scope baseline & Project document updates are output of Create WBS process",,,,
,,,,,,,Work breakdown structure(updates) is an output of Scope control,,,,,
,,,,,,1,WBS Dictionary is an output of Define Scope ,,,,,
,,,,,,,Requested changes is an output of Scope Verification,,,,,
,,,,,,,Work Performance information is an input to Scope control,,,,,
Radio,SM,0,1,SingleQuestion,"Amit is the manager of a software project. His client has agreed on a Project Scope Statement at the beginning of the project, but whenever the client verifies deliverables, he comes up with features that he would like to add into the product. Amit is working with the client to find what requirements were missed in the planning stages of the project and how to plan better in the future. This is an example of ",,,[Qno: PML_1295] >> The project&rsquo;s scope is changing every time the client is asked to verify the product—that&rsquo;s scope creep.,,,,
,,,,,,,Gold plating on scope,,,,,
,,,,,,1,Scope creep,,,,,
,,,,,,,Alternatives analysis,,,,,
,,,,,,,Identifying variance,,,,,
Radio,SM,0,1,SingleQuestion,Who creates the scope baseline?,,,[Qno: PML_1347] >> Stakeholders can give input but scope baseline should be created by Project Team.,,,,
,,,,,,, The project manager ,,,,,
,,,,,,1, The project team,,,,,
,,,,,,, All the stakeholders,,,,,
,,,,,,, Senior management,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following options is not used for assessing the completion of the project scope.,,,[Qno: PML_1754] >> The product requirements are the basis for assessing the completion of the PRODUCT scope. Remaining all are used to verify the project scope.,,,,
,,,,,,, The project management plan.,,,,,
,,,,,,1, The product requirements.,,,,,
,,,,,,, The project scope statement.,,,,,
,,,,,,, The WBS and WBS dictionary.,,,,,
Radio,SM,0,1,SingleQuestion,All of the following are true concerning the product description except,,,[Qno: PML_1772] >> The product description is generally broader that a statement of work. [12.1.1.2],,,,
,,,,,,,It describes the ultimate end product of the project.,,,,,
,,,,,,,It provides important information about any technical issues that are relevant to procurement planning.,,,,,
,,,,,,1,It is another term for the Statement of Work (SOW).,,,,,
,,,,,,,It is usually part of the Request for Proposal.,,,,,
Radio,SM,0,1,SingleQuestion,"Project success depends on a no. of interrelated factors, including time, cost and scope control. The success of any project depends primarily on:",,,[Qno: PML_1785] >> ,,,,
,,,,,,1,Customer satisfaction.,,,,,
,,,,,,,Customer acceptance of the product.,,,,,
,,,,,,,Customer experience in providing detail scope,,,,,
,,,,,,,Exceeding customer expectations through gold plating.,,,,,
Radio,SM,0,1,SingleQuestion,Your company exhibited a home security model in national trade fare and real estate magazines to obtain the feedback from the market. After that company implemented a chain of valuable feedback into final product and decided to go mass production of the system. Which one is true?,,,[Qno: PML_2105] >> ,,,,
,,,,,,,This is example of observation technique,,,,,
,,,,,,1,This is example of prototype,,,,,
,,,,,,,This is example of questionnaire,,,,,
,,,,,,,This is example of Delphi technique,,,,,
Radio,SM,0,1,SingleQuestion,The process of monitoring the status of the project and product scope and managing changes to the scope baseline is referred to as:,,,[Qno: PML_2146] >> ,,,,
,,,,,,1, Control Scope,,,,,
,,,,,,, Verify Scope,,,,,
,,,,,,, Define Scope,,,,,
,,,,,,, Collect Requirements,,,,,
Radio,SM,0,1,SingleQuestion,Which one the following is true for Breakdown Structure?,,,[Qno: PML_2281] >> ,,,,
,,,,,,,Control charts,,,,,
,,,,,,1,Hierarchical chart,,,,,
,,,,,,,Pie chart,,,,,
,,,,,,,Run chart,,,,,
Radio,SM,0,1,SingleQuestion,Which one shows the structure of deliverables,,,[Qno: PML_2411] >> ,,,,
,,,,,,1,OBS,,,,,
,,,,,,,WBS,,,,,
,,,,,,,RBS,,,,,
,,,,,,,Scope statement,,,,,
Radio,SM,0,1,SingleQuestion,"In Project Scope Management, which process has among others also Expert judgment as Tools & Techniques?",,,"[Qno: PML_2531] >> Define scope has following tools and techniques: Expert Judgment, Product Analysis, Alternatives Identification, Facilitated Workshops",,,,
,,,,,,,Create WBS,,,,,
,,,,,,,Verify Scope,,,,,
,,,,,,,Control Scope,,,,,
,,,,,,1,Define Scope,,,,,
Radio,SM,0,1,SingleQuestion,The major project scope management processes include,,,[Qno: PML_2628] >> Others are not the process as per PMBoK,,,,
,,,,,,,Initiation,,,,,
,,,,,,,Program evaluation,,,,,
,,,,,,1,Create work breakdown structure,,,,,
,,,,,,,Scope statement,,,,,
Radio,SM,0,1,SingleQuestion,The work that must be done in order to deliver a product with the specified features and functions is called,,,[Qno: PML_2629] >> ,,,,
,,,,,,1,Project scope,,,,,
,,,,,,,Statement of work,,,,,
,,,,,,,Procurement Statement of work,,,,,
,,,,,,,Product scope,,,,,
Radio,SM,0,1,SingleQuestion,An input to the collect requirements process is,,,[Qno: PML_2637] >> Stakeholder register is output of Identify Stakeholder process. Before you start collecting the requirement you need to know who are the stakeholder on project so that you can plan your requirement collection process as per the need.,,,,
,,,,,,,Strategic plan,,,,,
,,,,,,,Stakeholder management plan,,,,,
,,,,,,,Operational plan,,,,,
,,,,,,1,Stakeholder requester,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following is not true about the Delphi technique? ,,,[Qno: PML_2807] >> ,,,,
,,,,,,1,Individuals participating must know each other for Delphi technique to be successful. ,,,,,
,,,,,,,Delphi technique is most commonly used to obtain expert opinion. ,,,,,
,,,,,,,In Delphi technique participants are generally anonymous. ,,,,,
,,,,,,,Delphi technique is used for requirement collection,,,,,
Radio,SM,0,1,SingleQuestion,"In Project Scope Management, Project documents updates is an output of all processes, except _________.",,,,,,,
,,,,,,1,Collect Requirement,,,,,
,,,,,,,Create WBS,,,,,
,,,,,,,Define Scope,,,,,
,,,,,,,Control Scope,[Qno: PML_100] >> ,,,,
,,,,,,,Verify Scope,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following not required to verify the scope,,,[Qno: PML_2840] >> Accepted deliverables is output of this process,,,,
,,,,,,,Project Management Plan,,,,,
,,,,,,,Requirement Documentation,,,,,
,,,,,,,RTM,,,,,
,,,,,,1,Accepted Deliverables,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following is not required to collect the requirement from stakeholders,,,[Qno: PML_2841] >> Product Analysis is tool and technique required in define scope process,,,,
,,,,,,,Questionnaires and Surveys,,,,,
,,,,,,,Observations,,,,,
,,,,,,,Prototypes,,,,,
,,,,,,1,Product Analysis,,,,,
Radio,SM,0,1,SingleQuestion,Which one tool and technique required while you are collecting requirement as well as when defining scope?,,,[Qno: PML_2842] >> ,,,,
,,,,,,,Group creativity technique,,,,,
,,,,,,1,Facilitated workshops,,,,,
,,,,,,,Expert Judgment,,,,,
,,,,,,,Focus Group,,,,,
Radio,SM,0,1,SingleQuestion,What is 100% rule?,,,[Qno: PML_2843] >> ,,,,
,,,,,,1,Total of the work at lowest level must roll up to the higher levels so that nothing is left out,,,,,
,,,,,,,Assign 100% complete to any work only after verified by the customer,,,,,
,,,,,,,It rarely works in project because it expect that project manager should deliver 100% of the feature without any extra cost.,,,,,
,,,,,,,Do not create any talk of more than 8 hours in your plan and assign 100% as soon as activity starts,,,,,
Radio,SM,0,1,SingleQuestion,"In the context of Control Accounts, which statement is false",,,[Qno: PML_2844] >> ,,,,
,,,,,,,Control accounts are placed at selected management points in the WBS,,,,,
,,,,,,,Each control account may include one or more work packages,,,,,
,,,,,,,Each work package must be associated with only one control account,,,,,
,,,,,,1,Control accounts are directly related to charted accountant,,,,,
Radio,SM,0,1,SingleQuestion,WBS Dictionary may not include,,,"[Qno: PML_2845] >> PMBoK, p- 122",,,,
,,,,,,,"Code of account, responsible organization, work description",,,,,
,,,,,,,"Resources required, cost estimates, related milestones",,,,,
,,,,,,,"Acceptance criteria, Quality requirements, Contract information",,,,,
,,,,,,1,"Billing rate of resource, risk mitigation plan, communication requirement",,,,,
Radio,SM,0,1,SingleQuestion,Can you perform verify scope & perform quality control processes in parallel,,,[Qno: PML_2846] >> ,,,,
,,,,,,1,Yes,,,,,
,,,,,,,No,,,,,
Radio,SM,0,1,SingleQuestion,Requirement Management Plan does not includes,,,[Qno: PML_2847] >> ,,,,
,,,,,,,"How requirement activities will be planned , tracked and report",,,,,
,,,,,,,"How changes to the product, service or result requirement will be initiated",,,,,
,,,,,,,How impacts will be analyzed and authority level required for approval,,,,,
,,,,,,1,WBS Dictionary,,,,,
Radio,SM,0,1,SingleQuestion,Decomposition is tool & technique of,,,[Qno: PML_2848] >> ,,,,
,,,,,,1,"Create WBS, Define Activities",,,,,
,,,,,,,"Create WBS, Collect Requirement",,,,,
,,,,,,,"Define Activities, Identify Risks",,,,,
,,,,,,,"Collect Requirement, Sequence Activities",,,,,
Radio,SM,0,1,SingleQuestion,Inspection is tool & technique of,,,[Qno: PML_2849] >> ,,,,
,,,,,,1,"Verify scope, perform quality control",,,,,
,,,,,,,"Verify scope, control scope",,,,,
,,,,,,,"perform quality control, administer procurement",,,,,
,,,,,,,"Administer procurement, Close Project or Phase",,,,,
Radio,SM,0,1,SingleQuestion,Expert Judgment can be provided by,,,[Qno: PML_2850] >> ,,,,
,,,,,,,Consultant,,,,,
,,,,,,,Industry Group,,,,,
,,,,,,,Customer,,,,,
,,,,,,1,All of the above,,,,,
Radio,SM,0,1,SingleQuestion,Which is not part of product analysis,,,[Qno: PML_2851] >> PMBOK(r) Guide 4th Edition Page 114,,,,
,,,,,,,Product Breakdown,,,,,
,,,,,,,System Analysis,,,,,
,,,,,,,Value Engineering,,,,,
,,,,,,1,Risk Breakdown,,,,,
Radio,SM,0,1,SingleQuestion,Prototypes as tool & technique used in which process,,,[Qno: PML_2894] >> ,,,,
,,,,,,1,Collect Requirement,,,,,
,,,,,,,Create WBS,,,,,
,,,,,,,Develop Schedule,,,,,
,,,,,,,Identify Risk,,,,,
Radio,SM,0,1,SingleQuestion,"How requirements activities will be planned, tracked, reported. The method of initiating changes to the product, method of analyzing changes requests and defining authorization levels requires to approve any change. All this is part of",,,[Qno: PML_2913] >> PMBOK(r) Guide 4th Edition Page 126,,,,
,,,,,,1,Requirement Management Plan,,,,,
,,,,,,,Change Management Plan,,,,,
,,,,,,,Configuration Management Plan,,,,,
,,,,,,,Scope Management Plan,,,,,
Radio,SM,0,1,SingleQuestion,Scope creep is,,,[Qno: PML_2914] >> ,,,,
,,,,,,,Controlled Change,,,,,
,,,,,,1,Uncontrolled Change,,,,,
,,,,,,,Changes requested by customer only,,,,,
,,,,,,,Changes must for the project&rsquo;s success,,,,,
Radio,SM,0,1,SingleQuestion,Organization process assets are utilized when you are performing ----- Process,,,[Qno: PML_2924] >> ,,,,
,,,,,,,Plan Risk Response,,,,,
,,,,,,,Monitor & Control Risk,,,,,
,,,,,,,Collect Requirement,,,,,
,,,,,,1,Define Scope,,,,,
