View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
,,,,,,,You cannot do anything if top management is delaying approval of your quality budget.,,,,,
Radio,QM,0,1,SingleQuestion,"A control chart is being used to control a business process. As part of the control a sample of ten steps from the business process for each hour of operation are being observed. Each of the ten steps is measured, and the observations are recorded on the work sheet. The average of the ten steps is plotted on the control chart. This is called which of the following values?",,,"[Qno: PML_1624] >> Xbar is a type of control chart used to monitor a variable&rsquo;s data when samples are collected at regular intervals from a business or industrial process. It is advantageous when sample size is < 11, sample size is constant and manual calculation for chart",,,,
,,,,,,, X,,,,,
,,,,,,1, X bar,,,,,
,,,,,,, Sample average,,,,,
,,,,,,, Control average,,,,,
Radio,QM,0,1,SingleQuestion,Root Cause Analysis is related to,,,[Qno: PML_1739] >> While doing process analysis you also do the root cause analysis to know the reason of variance in any process,,,,
,,,,,,,Quality Audits,,,,,
,,,,,,1,Process Analysis,,,,,
,,,,,,,Quality Control Measurements,,,,,
,,,,,,,Performance Measurements,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following is not true about error in project quality management?,,,"[Qno: PML_1767] >> According to the PMBOK, “The cost of preventing mistakes is always much less than the cost of correcting them…” [8.0]",,,,
,,,,,,1,Error is an unavoidable component of all project work.,,,,,
,,,,,,,Correcting error is more costly than the design and planning work that would be necessary to prevent it.,,,,,
,,,,,,,Error is a source of learning rather than a basis for disciplinary warnings or actions.,,,,,
,,,,,,,Error is a reflection of inadequate project planning.,,,,,
Radio,QM,0,1,SingleQuestion,"The ""rule of seven"" as applied to process control charts means that :",,,[Qno: PML_1870] >> ,,,,
,,,,,,,"Seven consecutive points are ascending, descending, or the same.",,,,,
,,,,,,,Work of more than 7 hours should not be planned for any resource,,,,,
,,,,,,1,"If there are seven points on one side of mean, then an cause must be analyzed.",,,,,
,,,,,,,A process is not out of control even though seven measurements fall outside the lower and upper control limits.,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following is the most efficient means of product quality inspection:,,,[Qno: PML_1886] >> ,,,,
,,,,,,,100% inspection.,,,,,
,,,,,,1,Acceptance sampling.,,,,,
,,,,,,,Variable lot inspection.,,,,,
,,,,,,,Random Inspection,,,,,
Radio,QM,0,1,SingleQuestion,"You are managing the tools/spare parts section for an sports car manufacturing company. Your team members have discovered there are some defective tools/spare parts in the inventory. The probable cause for these could be materials used, defective measurement systems, inaccurate tolerances in the machines, or other factors. To determine what caused the defect, you will:",,,[Qno: PML_2049] >> ,,,,
,,,,,,1,Draw an fishbone diagram,,,,,
,,,,,,,Use a control chart,,,,,
,,,,,,,Tornado Diagram,,,,,
,,,,,,,Draw a Pareto chart,,,,,
Radio,QM,0,1,SingleQuestion,"In a normal distribution, standard deviation refers to:",,,[Qno: PML_2071] >> ,,,,
,,,,,,,Distance of measurement from the most likely value,,,,,
,,,,,,,Distance of measurement from the middle most value,,,,,
,,,,,,1,Distance of measurement from the mean,,,,,
,,,,,,,A tool that is used in qualitative risk analysis,,,,,
Radio,QM,0,1,SingleQuestion,"In your project, you would like to identify logical groupings of the requirements based on natural relationships. Which one of the following techniques would you use?",,,[Qno: PML_2103] >> ,,,,
,,,,,,1,Affinity diagrams,,,,,
,,,,,,,Force field analysis,,,,,
,,,,,,,Nominal group techniques,,,,,
,,,,,,,Delphi Technique,,,,,
Radio,QM,0,1,SingleQuestion,Why should quality be planned and not inspected every time?,,,"[Qno: PML_2325] >> If you plan the quality it cost least, if you inspect it at every step cost is very high. This cost is called cost of quality.",,,,
,,,,,,,To improve quality with more cost,,,,,
,,,,,,1,To improve quality with less cost,,,,,
,,,,,,,To reduce quality with less cost,,,,,
,,,,,,,To reduce quality with more cost,,,,,
Radio,QM,0,1,SingleQuestion,"Comparing actual or planned project practices of your project to those of comparable projects to identify best practices, generating idea for improvement and providing a basis for measuring performance is called",,,[Qno: PML_2327] >> ,,,,
,,,,,,,Benefit/Cost analysis,,,,,
,,,,,,1,Benchmarking,,,,,
,,,,,,,Quality audits,,,,,
,,,,,,,Process Analysis,,,,,
Radio,QM,0,1,SingleQuestion,The line in the middle of a control chart is called:,,,[Qno: PML_2329] >> ,,,,
,,,,,,,Rule of seven,,,,,
,,,,,,1,Mean,,,,,
,,,,,,,Rule of five,,,,,
,,,,,,,Specification limit,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following tool is used in the quality plan?,,,[Qno: PML_2330] >> ,,,,
,,,,,,,Quality audits,,,,,
,,,,,,1,Cost of Quality,,,,,
,,,,,,,Histogram,,,,,
,,,,,,,Process Analysis,,,,,
Radio,QM,0,1,SingleQuestion,Ravi developed fish bone diagram to share with his manager. What is the person of this diagram,,,[Qno: PML_2331] >> ,,,,
,,,,,,,Are used to determine if the process are in control,,,,,
,,,,,,,Show trends in a process over time,,,,,
,,,,,,,Shows the pattern of relationship between two variables,,,,,
,,,,,,1,To depict the relationship between cause and effect of any issue OR defect,,,,,
Radio,QM,0,1,SingleQuestion,A data point in a control chart that requires investigation is called:,,,[Qno: PML_2334] >> ,,,,
,,,,,,,A quality fault,,,,,
,,,,,,,A rule of seven,,,,,
,,,,,,1,A special cause,,,,,
,,,,,,,A rule of five,,,,,
Radio,QM,0,1,SingleQuestion,Cost benefit analysis is done in the which process:,,,[Qno: PML_2342] >> Cost benefit analysis is one of the 9 tools and techniques of Plan quality,,,,
,,,,,,1,Plan Quality,,,,,
,,,,,,,Perform Quality Assurance,,,,,
,,,,,,,Perform Quality Control,,,,,
,,,,,,,Quality observation,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following is NOT an example of Cost of Conformance?,,,[Qno: PML_2344] >> Rework is cost of non-conformance,,,,
,,,,,,1,Rework,,,,,
,,,,,,,Testing,,,,,
,,,,,,,Equipment,,,,,
,,,,,,,Training,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following is similar to control chart without displayed limits.,,,[Qno: PML_2348] >> ,,,,
,,,,,,,Pareto charts,,,,,
,,,,,,,Ishikawa diagrams,,,,,
,,,,,,1,Run charts,,,,,
,,,,,,,Histograms,,,,,
Radio,QM,0,1,SingleQuestion,Who should write the project quality policy?,,,[Qno: PML_2404] >> Project quality policy is driven from organization quality policy. But if there is no quality policy at organization level then project team should write one for the project.,,,,
,,,,,,,Customer,,,,,
,,,,,,,Management,,,,,
,,,,,,1,Project team,,,,,
,,,,,,,Accounting,,,,,
Radio,QM,0,1,SingleQuestion,As a project manager you are responsible to ensure that the project stakeholders are,,,[Qno: PML_2499] >> As a Project Manager you should develop a Quality Policy for the project and educate all stakeholders about this.,,,,
,,,,,,1,Fully aware of the quality policy.,,,,,
,,,,,,,Involved in quality assurance activities,,,,,
,,,,,,,Involved in the quality control process.,,,,,
,,,,,,,Responsible for managing quality expectations.,,,,,
Radio,QM,0,1,SingleQuestion,"You are planning quality on your project, which is not tool and technique for this.",,,[Qno: PML_2694] >> Checklist is output of Plan Quality Process,,,,
,,,,,,,Cost benefit analysis,,,,,
,,,,,,,Flowcharting,,,,,
,,,,,,,Benchmarking,,,,,
,,,,,,1,Checklist,,,,,
Radio,QM,0,1,SingleQuestion,An input to the perform quality assurance process is,,,"[Qno: PML_2697] >> Project Management Plan, Quality Metrics, Work Perform Information, Quality Control Measurement are input for Perform quality assurance process",,,,
,,,,,,,Scope statement,,,,,
,,,,,,1,Process management plan,,,,,
,,,,,,,Standards and regulations,,,,,
,,,,,,,Checklists,,,,,
Radio,QM,0,1,SingleQuestion,Performance improvements suggestions can include all except,,,[Qno: PML_2707] >> ,,,,
,,,,,,,Improvements in team capabilities,,,,,
,,,,,,,Improvements in individual skills,,,,,
,,,,,,,Improvements in team behaviors,,,,,
,,,,,,1,Improvements in amount of overtime worked,,,,,
Radio,QM,0,1,SingleQuestion,"Pareto Analysis, cause and effect diagrams and flow charts are used in ",,,,,,,
,,,,,,1,Quality Control.,,,,,
,,,,,,,Quality Assurances.,,,,,
,,,,,,,Quality Planning.,,,,,
,,,,,,,Collect Requirement,[Qno: PML_100] >> ,,,,
Radio,QM,0,1,SingleQuestion,Which of statement related to quality is correct?,,,,,,,
,,,,,,,Low grade & low quality: many features and features are not working,,,,,
,,,,,,1,Low grade & high quality: less features but all features are working,[Qno: PML_100] >> ,,,,
,,,,,,,High grade & high quality: many features & some of the features are working,,,,,
,,,,,,,High grade & low quality: less features but all are working,,,,,
Radio,QM,0,1,SingleQuestion,Which is goal in both Project management and Quality management?,,,,,,,
,,,,,,,Customer Satisfaction,,,,,
,,,,,,,Prevention over inspection,[Qno: PML_100] >> ,,,,
,,,,,,,Continuous Improvement,,,,,
,,,,,,,Management Responsibility,,,,,
,,,,,,1,All of the above,,,,,
Radio,QM,0,1,SingleQuestion,Project quality management tool & technique,,,[Qno: PML_2853] >> ,,,,
,,,,,,1,are specific to the type of product of the project,,,,,
,,,,,,,"are common for all the project, irrespective to their product",,,,,
,,,,,,,are common across the organization,,,,,
,,,,,,,are common across the industry,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following is not true about project quality?,,,[Qno: PML_2854] >> ,,,,
,,,,,,,Failure to meet product or project quality requirements can have serious negative consequences for any or all of the project stakeholders.,,,,,
,,,,,,,"Overworking of the project team may result in increased employee attrition, error, or rework.",,,,,
,,,,,,,Rushing planned quality inspections may result in undetected errors.,,,,,
,,,,,,1,Crashing the project schedules allows for reduced quality inspections.,,,,,
Radio,QM,0,1,SingleQuestion,Select the false statement,,,[Qno: PML_2855] >> ,,,,
,,,,,,,quality is the degree to which a set of inherent characteristics full requirement,,,,,
,,,,,,,grade is a category assigned to a products or services having the same function but different technical characteristics,,,,,
,,,,,,,higher the grade more are the functions of the product,,,,,
,,,,,,1,higher the number of functions higher the quality of product,,,,,
Radio,QM,0,1,SingleQuestion,Which statement is false in the context of grade and quality of a product,,,[Qno: PML_2856] >> ,,,,
,,,,,,,a product can have high quality but low grade,,,,,
,,,,,,,a product can have low quality but high grade,,,,,
,,,,,,,a product can have high quality but high grade,,,,,
,,,,,,,a product can have low quality and low grade,,,,,
,,,,,,1,None of the above,,,,,
Radio,QM,0,1,SingleQuestion,Which one is NOT example of high precision,,,[Qno: PML_2857] >> Accuracy is about the deviation from the goal. Precision is about the scattering/clustering of data values. It is possible the a product has high precision but low precision and vice verse.,,,,
,,,,,,,a product tested under different condition have almost the same performance,,,,,
,,,,,,,some products were tested under same condition have almost the same performance,,,,,
,,,,,,,all the pipes in this batch has diameter of 1 inch +/- 2%,,,,,
,,,,,,1,All people assembled for a scheduled project meeting sharp at 9am,,,,,
Radio,QM,0,1,SingleQuestion,Which one is NOT example of high accuracy,,,[Qno: PML_2858] >> Accuracy is about the deviation from the goal. Precision is about the scattering/clustering of data values. It is possible the a product has high precision but low precision and vice verse.,,,,
,,,,,,,All people assembled for a scheduled project meeting sharp at 9am,,,,,
,,,,,,,Industry productivity for a process is x and in my product it is .1% lower than industry productivity standard,,,,,
,,,,,,,Teach set the expectation that everybody should get 60% in the class. But all student in the class passed with 60% +/- 5% score,,,,,
,,,,,,1,some products were tested under same condition have almost the same performance,,,,,
Radio,QM,0,1,SingleQuestion,Which Quality Management knowledge area process uses expert judgement tool,,,[Qno: PML_2891] >>  No process of quality management knowledge area has expert judgement tool,,,,
,,,,,,,Plan Quality,,,,,
,,,,,,,Perform Quality Assurance,,,,,
,,,,,,,Perform Control Quality,,,,,
,,,,,,1,None of the above,,,,,
Radio,QM,0,1,SingleQuestion,You can NOT use inspection while ,,,[Qno: PML_2902] >> ,,,,
,,,,,,,Verifying Scope,,,,,
,,,,,,,Performing Quality Control,,,,,
,,,,,,1,Performing Quality Assurance,,,,,
,,,,,,,It is used in all above processes,,,,,
Radio,QM,0,1,SingleQuestion,In Quality Management Knowledge area Organization Process Assets is not input in,,,[Qno: PML_2923] >> ,,,,
,,,,,,,Plan Quality,,,,,
,,,,,,1,Perform Quality Control,,,,,
,,,,,,,Perform Quality Assurance,,,,,
,,,,,,,Quality Management Process,,,,,
