View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
,,,,,,,The project life cycle definition determines whether the feasibility study is treated as the first phase of the project or as a separate stand-alone project,,,,,
,,,,,,1,Project phases in a project are always sequential,,,,,
Radio,FW,0,1,SingleQuestion,Which of the following processes is NOT in the Initiating process group?,,,[Qno: PML_1185] >> ,,,,
,,,,,,,Develop Project Charter,,,,,
,,,,,,1,Develop Project Management Plan,,,,,
,,,,,,,Identify Stakeholders,,,,,
,,,,,,,None of the above,,,,,
Radio,FW,0,1,SingleQuestion,Which of the following are NOT all examples of project documents?,,,"[Qno: PML_1261] >> Everything except Scope Baseline is project document. Scope baseline is part of Project Management Plan <BR>

PMBOK(r) Guide p 350",,,,
,,,,,,,"Activity List, Stakeholder Register, Forecasts",,,,,
,,,,,,,"Teaming Agreements, Risk Register, Quality Metrics",,,,,
,,,,,,,"SOW, Basis of Estimates, Resource Requirements",,,,,
,,,,,,1,"Scope Baseline, Project Funding Requirements, Stakeholder Requirements",,,,,
Radio,FW,0,1,SingleQuestion,You are managing a large project divided into many subprojects. What should you do at the start of each subproject?,,,[Qno: PML_1331] >> When project is divided into multiple subprojects. You must conduct project initiation meeting at the start of subproject and identify stakeholders the new subproject.,,,,
,,,,,,,"Make sure you don&rsquo;t involve the team, to avoid the confusion of too many initiation meeting.",,,,,
,,,,,,1,Identify the stakeholders,,,,,
,,,,,,,Use the Earned Value Technique to identify the earned value of next phase,,,,,
,,,,,,,Release all resources from the project and contact sellers that it will take some time to start the next phase.,,,,,
Radio,FW,0,1,SingleQuestion,All the following happen in the Initiating process with the exception of:,,,"[Qno: PML_1472] >> Choosing the project team is a Planning group activity. PMBOK(r) Guide 4th Edition, p. 53",,,,
,,,,,,, Determine stakeholders ,,,,,
,,,,,,, Identify processes and standards,,,,,
,,,,,,1, Choose the project team,,,,,
,,,,,,, Create the project charter,,,,,
Radio,FW,0,1,SingleQuestion,Projects are undertaken at all levels of the organization?,,,[Qno: PML_1879] >> ,,,,
,,,,,,1,True,,,,,
,,,,,,,False,,,,,
,,,,,,,Both True and False,,,,,
,,,,,,,Neither true nor false,,,,,
Radio,FW,0,1,SingleQuestion,Alan was working with a service delivery company and he recently joined a product development company. Here he notices that the work is being managed in a very different way. The products have scheduled releases and all the project managers are managing individual product releases of a software product along with co-ordination of these releases over time. The following best describes this situation: ,,,[Qno: PML_1996] >> ,,,,
,,,,,,,"This is project management , they are working using agile methodology",,,,,
,,,,,,,This is operations management. Since this is ongoing activity in the organization.,,,,,
,,,,,,,This is portfolio management since each product release is a program in itself.,,,,,
,,,,,,1,This is program management since each release is separate project and individual project&rsquo;s release impacts the product release.,,,,,
Radio,FW,0,1,SingleQuestion,"In your organization, all big technical projects go through Initiate, Analyze, Design, Implement, Test, and Closeout. Sum of all phases in project is called-----",,,[Qno: PML_2028] >> A project life cycle is a collection of generally sequential and sometimes overlapping project phases.,,,,
,,,,,,1,Project Lifecycle,,,,,
,,,,,,,Product Lifecycle,,,,,
,,,,,,,Program Lifecycle,,,,,
,,,,,,,Delivery Cycle,,,,,
Radio,FW,0,1,SingleQuestion,Which of the following is not a Project Management Knowledge Area?,,,[Qno: PML_2072] >> ,,,,
,,,,,,1, Project Configuration Management,,,,,
,,,,,,, Project Integration Management,,,,,
,,,,,,, Project Procurement Management,,,,,
,,,,,,, Project Communications Management,,,,,
Radio,FW,0,1,SingleQuestion,You are responsible for managing a project in your company but you have least authority and have to constantly report to a marketing general manager. What is your company&rsquo;s org structure?,,,[Qno: PML_2083] >> ,,,,
,,,,,,, Matrix,,,,,
,,,,,,, Projectized,,,,,
,,,,,,, Balanced,,,,,
,,,,,,1, Functional,,,,,
Radio,FW,0,1,SingleQuestion,"You are a project manager in real estate company, which has a projectized organizational structure. In this context, all of the following are true, EXCEPT:",,,[Qno: PML_2093] >> ,,,,
,,,,,,1,After a project is completed team members have to go on bench.,,,,,
,,,,,,,Team members are often co-located.,,,,,
,,,,,,,You have a great deal of authority and independence.,,,,,
,,,,,,,Organizational supporting units also reports to you,,,,,
Radio,FW,0,1,SingleQuestion,Risk identification is part of,,,[Qno: PML_2145] >> New risk or secondary risk or residual risk may get triggered in monitoring and controlling of the project. But initial identification happens in planning phase only.,,,,
,,,,,,1,Planning of the project,,,,,
,,,,,,,Monitoring and Controlling of the project,,,,,
,,,,,,,Execution of the project,,,,,
,,,,,,,Different project stages depending on the type of the project,,,,,
Radio,FW,0,1,SingleQuestion,What is the last activity on the project,,,"[Qno: PML_2178] >> The sequence is 1- Closing Contracts, 2-Transitioning final product, service or result, 3- Updating OPA, 4- Releasing project resources",,,,
,,,,,,,"Transitioning final product, service, or result",,,,,
,,,,,,1,Releasing project resources,,,,,
,,,,,,,Updating organizational process assets,,,,,
,,,,,,,Closing Contract,,,,,
Radio,FW,0,1,SingleQuestion,Which of the following processes is part of the Planning Process Group?,,,[Qno: PML_2187] >> ,,,,
,,,,,,, Manage Stakeholders Expectations,,,,,
,,,,,,, Acquire Project Team,,,,,
,,,,,,1, Identify Risks,,,,,
,,,,,,, Identify Stakeholders,,,,,
Radio,FW,0,1,SingleQuestion,Which activity is part of monitoring and controlling process group,,,[Qno: PML_2202] >> ,,,,
,,,,,,1,Influencing the factors that could circumvent integrated change control so that only approved changes are implemented,,,,,
,,,,,,,Confirming human resource availability and obtaining the team necessary,,,,,
,,,,,,,Making relevant & planned information available to project stakeholders,,,,,
,,,,,,,Auditing the quality requirements,,,,,
Radio,FW,0,1,SingleQuestion,"In your project, you create project documents which will help you when managing the project. Which of the following is NOT an example of project documents?",,,[Qno: PML_2207] >> Cost Baseline is part of Project Management Plan,,,,
,,,,,,1,Cost Baseline,,,,,
,,,,,,,Assumption log,,,,,
,,,,,,,Roles and responsibilities,,,,,
,,,,,,,Risk register,,,,,
Radio,FW,0,1,SingleQuestion,In a weak matrix organization the role of project manager is,,,[Qno: PML_2209] >> ,,,,
,,,,,,1,Coordinator,,,,,
,,,,,,,Manager with considerable authority,,,,,
,,,,,,,Support person,,,,,
,,,,,,,Functional manager,,,,,
Radio,FW,0,1,SingleQuestion,Recently a new project is assigned to you. You are in planning phase and want as much information as possible for the type of projects in your hand. What shall you do?,,,[Qno: PML_2225] >> ,,,,
,,,,,,1,Refer historical information in organizational process assets,,,,,
,,,,,,,Refer WBS,,,,,
,,,,,,,Refer contract and business plan of the project,,,,,
,,,,,,,Refer project closure document of the project,,,,,
Radio,FW,0,1,SingleQuestion,"You are the project manager of a global project having team members in the US and India. The client has a budget not exceeding $5 million. Due to global concerns, the final budget must be in the U.S. dollars. This is an example of which of the following?",,,[Qno: PML_2228] >> Second part of the question is irrelevant to question.,,,,
,,,,,,,Internationalization,,,,,
,,,,,,,Management constraint,,,,,
,,,,,,1,Budget constraint,,,,,
,,,,,,,Technical constraint,,,,,
Radio,FW,0,1,SingleQuestion,"You are working in an organization where all the employees are divided into groups by specialty such as sales, support and engineering. In which type of organization you are working in ?",,,[Qno: PML_2236] >> ,,,,
,,,,,,,Strong matrix,,,,,
,,,,,,,Weak matrix,,,,,
,,,,,,1,Functional,,,,,
,,,,,,,Tight Matrix,,,,,
Radio,FW,0,1,SingleQuestion,"Standards, procedures, org systems, templates and forms which are available in the organization to help projects are called",,,[Qno: PML_2305] >> ,,,,
,,,,,,1,Organizational Process Assets,,,,,
,,,,,,,Organizational Constraints,,,,,
,,,,,,,Organizational Systems and Procedures,,,,,
,,,,,,,Organizational Methodologies,,,,,
Radio,FW,0,1,SingleQuestion,The market conditions are a part of the________.,,,[Qno: PML_2320] >> There are many factors which contribute for Enterprise Environmental Factors and Market Condition is one of those. PMBOK(r) Guide 4th Edition Page-434,,,,
,,,,,,,Project management concerns,,,,,
,,,,,,1,Enterprise environmental factors,,,,,
,,,,,,,Organizational process assets,,,,,
,,,,,,,Project Charter,,,,,
Radio,FW,0,1,SingleQuestion,In your project schedule network diagram there is some dependency on government agency. What does this dependency called,,,[Qno: PML_2383] >> ,,,,
,,,,,,1,External dependencies,,,,,
,,,,,,,Internal dependencies,,,,,
,,,,,,,Discretionary dependencies,,,,,
,,,,,,,Hard Dependency,,,,,
Radio,FW,0,1,SingleQuestion,Least risky phase in any project is,,,"[Qno: PML_2413] >> Cost wise there is nothing much to loss then earlier planning efforts if planning fails, because execution has not started. Secondly you are discovering risk & planning their response in planning phase.",,,,
,,,,,,,Closing,,,,,
,,,,,,,Execution,,,,,
,,,,,,,Control,,,,,
,,,,,,1,Planning,,,,,
Radio,FW,0,1,SingleQuestion,Which of these is not organizational process assets,,,[Qno: PML_2426] >> ,,,,
,,,,,,,Templates,,,,,
,,,,,,,Tailoring guidelines,,,,,
,,,,,,,Project closure guidelines,,,,,
,,,,,,1,Market conditions,,,,,
Radio,FW,0,1,SingleQuestion,A program is which one of the following?,,,"[Qno: PML_2434] >> A is incorrect because programs are not made up of just small projects. <BR>
B is incorrect because a program is a collection of projects, not just one large complex project. <BR>
C is incorrect since projects with a common customer do not necessitate a program.",,,,
,,,,,,,A collection of small projects with a common goal,,,,,
,,,,,,,"A very large, complex project",,,,,
,,,,,,,A collection of subprojects with a common customer,,,,,
,,,,,,1,A collection of projects with a common cause,,,,,
,,,,,,1,Uncontrolled changes,,,,,
,,,,,,,Controlled changes,,,,,
,,,,,,,Manageable changes,,,,,
,,,,,,,Unmanageable changes,,,,,
Radio,FW,0,1,SingleQuestion,You CEO told you that you have to complete the project in three months using only four resources. This is an example of:,,,[Qno: PML_2462] >> Limits on what options you have to complete the project are called constraints.,,,,
,,,,,,,Earned Value Analysis components,,,,,
,,,,,,,Benefit cost rations,,,,,
,,,,,,1,Constraints,,,,,
,,,,,,,Law of diminishing returns,,,,,
Radio,FW,0,1,SingleQuestion,All businesses are in business to,,,[Qno: PML_2466] >> Businesses exist to make money.,,,,
,,,,,,1,Make money,,,,,
,,,,,,,To realize their vision statement,,,,,
,,,,,,,To work on their mission,,,,,
,,,,,,,Provide jobs and opportunities for others,,,,,
Radio,FW,0,1,SingleQuestion,In an interview you asked PMP certified project manager that what is the most important characteristics of project manager. He replied that he should be,,,"[Qno: PML_2486] >> In the project management context, integration includes characteristics of unification, consolidation, articulation, and integrative actions that are crucial to project completion, successfully managing stakeholder expectations, and meeting requirements. Reference: PMBOK(r) Guide Fourth Edition, Page 71 The most important characteristic of a project manager is being an integrator who can manage all the different interfaces of the project. The project manager should also be a good communicator, because a project manager usually spends more than 90% of her time communicating with different project stakeholders.",,,,
,,,,,,,Integrator,,,,,
,,,,,,1,Subject matter expert,,,,,
,,,,,,,Champion on the project,,,,,
,,,,,,,Risk minimizer,,,,,
Radio,FW,0,1,SingleQuestion,Which one is not part of closing process,,,[Qno: PML_2616] >> Team member exit is even possible when he is taken out from the project while project is in execution phase.,,,,
,,,,,,,Contract closure,,,,,
,,,,,,,Final reporting,,,,,
,,,,,,,Lessons learned,,,,,
,,,,,,1,Exit interview,,,,,
Radio,FW,0,1,SingleQuestion,Series of actions bringing about a result is called,,,[Qno: PML_2655] >> ,,,,
,,,,,,1,Process,,,,,
,,,,,,,Project plan,,,,,
,,,,,,,Schedule,,,,,
,,,,,,,Flow chart,,,,,
Radio,FW,0,1,SingleQuestion,What are the characteristics of a functional structured organization,,,[Qno: PML_2710] >> ,,,,
,,,,,,1,Difficult to prioritize multiple projects,,,,,
,,,,,,,Broad span of control,,,,,
,,,,,,,Project manager has the most formal authority,,,,,
,,,,,,,All of the above,,,,,
Radio,FW,0,1,SingleQuestion,The project expediter,,,[Qno: PML_2711] >> ,,,,
,,,,,,,Can assign work to individuals in the functional organization,,,,,
,,,,,,,Is communication channel between upper management and the team,,,,,
,,,,,,1,Acts mainly as a facilitator,,,,,
,,,,,,,All the above,,,,,
Radio,FW,0,1,SingleQuestion,Which organization structure in used in large organizations,,,[Qno: PML_2713] >> ,,,,
,,,,,,,Functional,,,,,
,,,,,,,Strong matrix,,,,,
,,,,,,,Projectized,,,,,
,,,,,,1,Combination of the above,,,,,
,,,,,Variance Analysis tool and technique usually used in,,,[Qno: PML_100] >> ,,,,
,,,,,,,Project Planning Processes,,,,,
,,,,,,,Project Execution Processes,,,,,
,,,,,,1,Project Monitoring & Control Processes,,,,,
,,,,,,,Project Closing Processes,,,,,
Radio,FW,0,1,SingleQuestion,Which of these are not project constraints,,,[Qno: PML_2861] >> ,,,,
,,,,,,,"Scope, Quality",,,,,
,,,,,,,"Schedule, Budget",,,,,
,,,,,,,"Resource, Risk",,,,,
,,,,,,1,"Work, Power",,,,,
Radio,FW,0,1,SingleQuestion,Managing project typically includes,,,[Qno: PML_2862] >> PMBOK(r) Guide 4th Edition Page-6,,,,
,,,,,,,Identify requirements,,,,,
,,,,,,,"Addressing the various needs, concerns and expectations of the stakeholders",,,,,
,,,,,,,Balancing the competing project constraints,,,,,
,,,,,,1,All of the above,,,,,
Radio,FW,0,1,SingleQuestion,Progressive elaboration involves,,,[Qno: PML_2863] >> PMBOK(r) Guide 4th Edition Page-7,,,,
,,,,,,,Continuously improving,,,,,
,,,,,,,Detailing a plan to more detailed and specific information in steps,,,,,
,,,,,,,Allowing a project management team to manage to greater level of detail as the project evolves,,,,,
,,,,,,1,All of the above,,,,,
Radio,FW,0,1,SingleQuestion,Portfolio Manager monitors ,,,[Qno: PML_2864] >> ,,,,
,,,,,,,"The work of producing  products, services or results",,,,,
,,,,,,,"The overall goals, schedules, budget and benefits of the program met or not",,,,,
,,,,,,,Aggregate performance and value indicators.,,,,,
,,,,,,1,All of the above,,,,,
Radio,FW,0,1,SingleQuestion,Success of portfolio is measured by,,,[Qno: PML_2865] >> ,,,,
,,,,,,,"Success of product & project quality, timelines, budget compliance, degree of customer satisfaction",,,,,
,,,,,,,The degree to which program satisfies the need and benefits for which it was undertaken,,,,,
,,,,,,,Aggregate performance of all related components,,,,,
,,,,,,1,All of the above,,,,,
Radio,FW,0,1,SingleQuestion,Primary Function of PMO can NOT be,,,"[Qno: PML_2866] >> PMBOK(r) Guide 4th Edition Page11,12",,,,
,,,,,,,Manage shared resource,,,,,
,,,,,,,Identify best practices & standards,,,,,
,,,,,,,"Coaching, mentoring, training",,,,,
,,,,,,1,"Managing the constraints (scope, cost, risk, quality etc) of project",,,,,
Radio,FW,0,1,SingleQuestion,Which of these is not Enterprise Environment Factor,,,[Qno: PML_2867] >> Estimation methodologies are organizational process assets,,,,
,,,,,,,Skills sets available,,,,,
,,,,,,,Infrastructure,,,,,
,,,,,,,Political climate,,,,,
,,,,,,1,Estimation Methodologies in organization,,,,,
Radio,FW,0,1,SingleQuestion,In the context of project lifecycle activities which statement is correct,,,[Qno: PML_2868] >> ,,,,
,,,,,,,Project planning activities start when project initiating activities finishes,,,,,
,,,,,,,Project executing activities start after project planning activities finishes,,,,,
,,,,,,,Project monitoring and controlling activities start after executing activities finishes,,,,,
,,,,,,1,Project executing activities start after the start of project planning activities,,,,,
,,,,,,,All of the above,,,,,
Radio,FW,0,1,SingleQuestion,Risk is low ------- phase and cost of change is low ----- Phase,,,[Qno: PML_2869] >> ,,,,
,,,,,,1,"closing project, starting project",,,,,
,,,,,,,"starting project, closing project",,,,,
,,,,,,,"starting project, starting project",,,,,
,,,,,,,"closing project, closing project",,,,,
Radio,FW,0,1,SingleQuestion,Risk is high ------- phase and cost of change is high ------- Phase,,,[Qno: PML_2870] >> ,,,,
,,,,,,1,"starting project, closing project",,,,,
,,,,,,,"closing project, starting project",,,,,
,,,,,,,"starting project, starting project",,,,,
,,,,,,,"closing project, closing project",,,,,
Radio,FW,0,1,SingleQuestion,The number of phases needed and the degree of control applied for a project does not depends upon -------,,,[Qno: PML_2871] >> Type of the project constraints remains same for the all project lifecycle phases. Therefore project phases are not created based on the project constraints,,,,
,,,,,,,Size,,,,,
,,,,,,,Complexity,,,,,
,,,,,,,Potential Impact,,,,,
,,,,,,1,Type of the project constraints,,,,,
Radio,FW,0,1,SingleQuestion,"In the context of project lifecycle phase, which statement is true",,,[Qno: PML_2872] >> PMBOK(r) Guide 4th Edition Page-20,,,,
,,,,,,1,Phase end review may terminate the project,,,,,
,,,,,,,Phase end review must give approval for next phase,,,,,
,,,,,,,Phase end review may not have deliverables,,,,,
,,,,,,,"Phase end review may not have measurable, verifiable work product",,,,,
Radio,FW,0,1,SingleQuestion,Stakeholder identification is ------- and it can be -------,,,[Qno: PML_2873] >> PMBOK(r) Guide 4th Edition Page-24,,,,
,,,,,,1,"Continuous process, difficult",,,,,
,,,,,,,"One type process, easy",,,,,
,,,,,,,"One type process, tedium",,,,,
,,,,,,,"Continuous process, easy",,,,,
Radio,FW,0,1,SingleQuestion,Which one is not part of organization culture & style,,,[Qno: PML_2874] >> PMBOK(r) Guide 4th Edition Page-28,,,,
,,,,,,,"Shared vision, values, norms, beliefs & expectations",,,,,
,,,,,,,"Policies, methods & procedures",,,,,
,,,,,,,View of authority relationships,,,,,
,,,,,,,Work ethics & work hours,,,,,
,,,,,,1,The way two newly joined workers talking with each other,,,,,
Radio,FW,0,1,SingleQuestion,Project budget in weak matrix organization is controlled by ------- and in strong matrix organization is controlled by -------,,,[Qno: PML_2875] >> PMBOK(r) Guide 4th Edition Page-28,,,,
,,,,,,,"Project Manager, Project Manager",,,,,
,,,,,,,"Functional Manager, Functional Manager",,,,,
,,,,,,,"Project Manager, Functional Manager",,,,,
,,,,,,1,"Functional Manager, Project Manager",,,,,
