View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
,,,,,,1,0.84,,,,,
,,,,,,,1.03,,,,,
Radio,CM,0,1,SingleQuestion,"In your project a machine was purchased for $67,000 and is expected to last for five years in production. At the end of the five years the expected worth of the equipment is $2,000. Using straight-line-depreciation, what us the amount that can be written off each year?",,,[Qno: PML_295] >> ,,,,
,,,,,,,"$5,000 ",,,,,
,,,,,,,"$13,800 ",,,,,
,,,,,,1,"$13,000 ",,,,,
,,,,,,,"$13,400 ",,,,,
Radio,CM,0,1,SingleQuestion,You are performing schedule analysis. The result shows that your project has a schedule overrun. You know this is because the cumulative EV is _______________.,,,[Qno: PML_296] >> ,,,,
,,,,,,,Higher than the cumulative AV.,,,,,
,,,,,,,Lower than the cumulative CPI.,,,,,
,,,,,,,Lower than the cumulative PV.,,,,,
,,,,,,1,Higher than the cumulative PV.,,,,,
Radio,CM,0,1,SingleQuestion,In the report performance process you need to calculate the Variance at Completion (VAC). Which formula do you apply?,,,[Qno: PML_298] >> ,,,,
,,,,,,,BAC-ETC,,,,,
,,,,,,,BAC-EV,,,,,
,,,,,,1,BAC-EAC,,,,,
,,,,,,,BAC-AC,,,,,
Radio,CM,0,1,SingleQuestion,"You hired an external SME for your project through a Time & Material contract. The agreed daily rate is $225 and the contract is limited to $9,000. The task is completed after 25 working days. Which amount is to be billed by the SME?",,,[Qno: PML_327] >> ,,,,
,,,,,,,"$9,000 ",,,,,
,,,,,,1,"$5,625 ",,,,,
,,,,,,,"$8,000 ",,,,,
,,,,,,,"$6,000 ",,,,,
Radio,CM,0,1,SingleQuestion,"A cost-plus-incentive-fee contract has the following characteristics: target cost: $100,000, target fee: $10,000, maximum fee: $15,000, minimum fee: $8,000, sharing ratio: 70/30. How much will the contractor be reimbursed if the cost of performing the work is 90,000?",,,"[Qno: PML_340] >> Target Cost 100000<BR>Target Profit 10000  <BR>Target Price 110000  <BR>Minimum Fee 8000  <BR>Maximum Fee 15000  <BR>Buyer/Seller Ratio 70% / 30%<BR>Actual Cost  90000  <BR>   <BR>Cost Saving Target Cost - Actual Cost  <BR>: Cost Saving 10000  <BR>Seller&rsquo;s Share in Cost Saving Cost Saving * Seller Share Ratio<BR>:Seller&rsquo;s Share in Cost Saving 3000<BR>Actual Fee Seller&rsquo;s Share in Cost Saving + Target Profit  <BR>:Actual Cost 13000 If actual fee is less than min fee than min fee is paid. If actual fees is more than max fee than max is paid else actual fees is paid <BR>Cost of Contract Actual Cost + max(Actual Fee, Min Fee) or min(Actual fee, Max Fee)  <BR>:Cost of Contract 103000  ",,,,
,,,,,,,"$115,000 ",,,,,
,,,,,,,"$107,000 ",,,,,
,,,,,,1,"$103,000 ",,,,,
,,,,,,,"$108,000 ",,,,,
Radio,CM,0,1,SingleQuestion,On your project schedule is ruling objective because major marketing events are planned towards the completion of your project. Marketing team is working in full swing to promote the product. You have to finish the project on time. What tool you will use to validate your estimates?,,,[Qno: PML_342] >> ,,,,
,,,,,,1,Variance analysis,,,,,
,,,,,,,Earned value analysis,,,,,
,,,,,,,Monte Carlo analysis,,,,,
,,,,,,,Project management software,,,,,
Radio,CM,0,1,SingleQuestion,"You are the project manager of a project. The project has a budget of $60,000 and is expected to last 8 months. After two months the project is now 15% complete and is on schedule. Calculate EV?",,,[Qno: PML_356] >> ,,,,
,,,,,,1,"$9,000 ",,,,,
,,,,,,,"$15,000 ",,,,,
,,,,,,,"$10,000 ",,,,,
,,,,,,,Cannot be determined,,,,,
Radio,CM,0,1,SingleQuestion,Summing estimated costs by period and displaying it in the form of an S-curve is called?,,,[Qno: PML_368] >> ,,,,
,,,,,,,Cost baseline,,,,,
,,,,,,,Cost estimate,,,,,
,,,,,,,Cost curve,,,,,
,,,,,,1,Cost performance,,,,,
Radio,CM,0,1,SingleQuestion,"Assume a discount rate of 6 percent per year and an investment of$80,000. You expected revenue is $25,000 for the first year and $45,000 for the second year. What is the projected Net Present Value (NPV) of your investment at the end of the second year?",,,[Qno: PML_385] >> ,,,,
,,,,,,1,"$16,365 ",,,,,
,,,,,,,"$29,204 ",,,,,
,,,,,,,"$15,374 ",,,,,
,,,,,,,"$27,303 ",,,,,
Radio,CM,0,1,SingleQuestion,"What is the present value of $50,000 received three years from now using a 9% interest rate?",,,[Qno: PML_414] >> ,,,,
,,,,,,,"$37,820 ",,,,,
,,,,,,1,"$39,609 ",,,,,
,,,,,,,"$21,360 ",,,,,
,,,,,,,"$21,224 ",,,,,
Radio,CM,0,1,SingleQuestion,Which of these is not required for establishing cost performance baseline?,,,"[Qno: PML_599] >> PMBOK(r) Guide 4th Edition, page 175.",,,,
,,,,,,,Project Schedule,,,,,
,,,,,,1,The Risk breakdown structure and the Risk register.,,,,,
,,,,,,,Basis of estimation,,,,,
,,,,,,,Resource Calendar,,,,,
Radio,CM,0,1,SingleQuestion,"You are running a project which was budgeted based on some Rough order of magnitude (ROM) estimates with a precision of -25% / +75%. While working, when some deliverables are in progress, on the project you found out that these estimates were consistently too low and the budget will not be sufficient to successfully run and finish the project. What should you do? ",,,"[Qno: PML_668] >> PMBOK(r) Guide 4th Edition, page 168.",,,,
,,,,,,,"You shouldn&rsquo;t worry too much, It is quite normal that early estimates are too optimistic and later estimates are too pessimistic but the project costs will finally settle somewhere in between.",,,,,
,,,,,,,Find a contractor who can run the project for you. Set the budget as a price limit during the bidding process and accept only Firm fixed price (FFP) offers which do not exceed this price.,,,,,
,,,,,,,Try to reduce scope and use cheaper material in areas wherever possible in the project. It is not your responsibility that an insufficient budget has been created for the project.,,,,,
,,,,,,1,Bring the issue to your sponsor and discuss how this should be handled. Together with the sponsor develop some guidelines and adhere to the guidelines which describe how budgets will be reviewed and refined periodically.,,,,,
Radio,CM,0,1,SingleQuestion,"Your portfolio has the choice between several projects it could run. But you have limited resource. In order to select projects, the organization assessed their strategic importance, investment requirements, and expected cash inflow from the projects&rsquo; products, services and results. What should the organization assess in addition?",,,"[Qno: PML_678] >> In portfolio level decision making focus should be on benefits from the outcome of the project, business goal alignment, ensure cashflow for the project.",,,,
,,,,,,,The probability of changes to strategic goals.,,,,,
,,,,,,1,The probability of the expected cash inflows.,,,,,
,,,,,,,From what different sources the money is coming,,,,,
,,,,,,,Technical feasibility of the projects,,,,,
Radio,CM,0,1,SingleQuestion,Which one is not project selection method? ,,,[Qno: PML_704] >> ,,,,
,,,,,,,Internal Rate of Return ,,,,,
,,,,,,1,Integer Algorithm ,,,,,
,,,,,,,Net Present Value,,,,,
,,,,,,,Discounted cash flow ,,,,,
Radio,CM,0,1,SingleQuestion,Which one represents order of magnitude estimates,,,"[Qno: PML_726] >> The order of magnitude is preferred during initiation phase, and it has an accuracy range of -25% to 75%. This range is 100% range.",,,,
,,,,,,, -25% to +50% ,,,,,
,,,,,,, -25% to +25% ,,,,,
,,,,,,, -25% to +10% ,,,,,
,,,,,,1, -25% to +75% ,,,,,
Radio,CM,0,1,SingleQuestion,Which one the below process does not use Reserve Analysis tool & technique?,,,[Qno: PML_793] >> Reserve analysis is used while you working on Estimate Costs process to calculate contingency buffers. Reserve analysis is also used during Determine Budget to calculate management contingency buffers that apply to the entire project. Reserve analysis is done during Activity Duration estimation in order to calculate duration buffers for individual activities.,,,,
,,,,,,,Estimating Activity Duration,,,,,
,,,,,,,Determine Budget,,,,,
,,,,,,1,Control Costs,,,,,
,,,,,,,Estimate Costs,,,,,
Radio,CM,0,1,SingleQuestion,Project Cost Management Plan is created as a part of,,,[Qno: PML_794] >> PMBoK does not have separate process in the Project Cost Estimation knowledge area to develop a cost management plan. It is developed in Develop Project Management Plan process.,,,,
,,,,,,,Control Costs process,,,,,
,,,,,,1,Develop Project Management Plan process,,,,,
,,,,,,,Determine Budget process,,,,,
,,,,,,,Estimate Costs process,,,,,
Radio,CM,0,1,SingleQuestion,Control Costs is concerned with:,,,[Qno: PML_819] >> Control Costs is concerned with Managing changes when they occur,,,,
,,,,,,,Resource rates,,,,,
,,,,,,1,Managing changes when they occur,,,,,
,,,,,,,Chart of accounts,,,,,
,,,,,,,Organizational policies,,,,,
Radio,CM,0,1,SingleQuestion,Top down estimating is also called as.,,,"[Qno: PML_826] >> Analogous estimating uses the actual cost of a previous, similar project as the basis for estimating the cost of the project in hand.",,,,
,,,,,,,Life-cycle costing,,,,,
,,,,,,,Parametric modeling,,,,,
,,,,,,1,Analogous estimating,,,,,
,,,,,,,Bottom up estimating,,,,,
Radio,CM,0,1,SingleQuestion,Which describes how cost variances will be managed?,,,[Qno: PML_837] >> Cost management plan describes how cost variances will be managed.,,,,
,,,,,,,Cost baseline,,,,,
,,,,,,1,Cost management plan,,,,,
,,,,,,,Cost estimate,,,,,
,,,,,,,Chart of accounts,,,,,
Radio,CM,0,1,SingleQuestion,Which is controlling changes to the budget.,,,[Qno: PML_847] >> Costs variations are monitored and controlled in Control Costs Process.,,,,
,,,,,,1,Control Costs,,,,,
,,,,,,,Estimate Costs,,,,,
,,,,,,,Determine Budget,,,,,
,,,,,,,None,,,,,
Radio,CM,0,1,SingleQuestion,How many and of what quality resources are required to perform project activities. This is called,,,"[Qno: PML_863] >> Resource planning :Planning, identifying, documenting, and assigning project roles, responsibilities, and reporting relationships to individuals or groups.",,,,
,,,,,,,Estimating Cost,,,,,
,,,,,,,Determining Budget,,,,,
,,,,,,1,Resource planning,,,,,
,,,,,,,Controlling Cost,,,,,
Radio,CM,0,1,SingleQuestion,Which Estimate Costs technique used most frequently in the early stages of a project.,,,"[Qno: PML_864] >> Analogous estimating is also called top-down estimating and uses the actual cost of a previous, similar project as the basis for estimating the cost of the project in hand",,,,
,,,,,,,Life-cycle costing,,,,,
,,,,,,1,Analogous estimating,,,,,
,,,,,,,Parametric modeling,,,,,
,,,,,,,Bottom up estimating,,,,,
Radio,CM,0,1,SingleQuestion,"What is the standard deviation for the estimates. Optimistic= $50, Pessimistic=$70, Most Likely= $55",,,[Qno: PML_898] >> Standard Deviation= (Pessimistic - Optimistic)/6 = (70-50)/6,,,,
,,,,,,1,3.33,,,,,
,,,,,,,56.66,,,,,
,,,,,,,0.83,,,,,
,,,,,,,0.5,,,,,
Radio,CM,0,1,SingleQuestion,While estimating Activity Duration what do you not want to look into,,,[Qno: PML_904] >> Activity cost estimates are input for determine budget.,,,,
,,,,,,,Activity Attributes,,,,,
,,,,,,,Activity Resource Requirements,,,,,
,,,,,,,Resource Calendars,,,,,
,,,,,,1,Activity Cost Estimates,,,,,
Radio,CM,0,1,SingleQuestion,Which is not part of the Earned Value calculations ?,,,[Qno: PML_918] >> Unknown Unknowns in project are managed using management reserve. They are not part of cost performance baseline therefore not part of earned value calculations,,,,
,,,,,,,Project Budget,,,,,
,,,,,,1,Unknown Unknowns,,,,,
,,,,,,,Known Unknowns,,,,,
,,,,,,,Amount of work completed,,,,,
Radio,CM,0,1,SingleQuestion,Which performance measurement tells you that how much more  money is required to finish the project?,,,[Qno: PML_937] >> Estimate to completion calculates how much more of the budget is needed to complete the project.,,,,
,,,,,,,EV,,,,,
,,,,,,1,ETC,,,,,
,,,,,,,EAC,,,,,
,,,,,,,TCPI,,,,,
Radio,CM,0,1,SingleQuestion,"If the Earned Value is equal to Actual Cost, What does it means:",,,"[Qno: PML_970] >> Cost Variance = EV - AC . Therefore if EV = AC, the Cost Variance is zero .",,,,
,,,,,,,There is no schedule variance,,,,,
,,,,,,1,There is no cost variance,,,,,
,,,,,,,Schedule Variance Index is 1,,,,,
,,,,,,,Project is on budget and on schedule,,,,,
Radio,CM,0,1,SingleQuestion,Which is not part of Performance Measurements?,,,"[Qno: PML_973] >> Forecasting, calculating variance and calculating original planned value is required for measuring the performance. Calculating Earn Value is part of cost control. Output of cost control is used for performance measurement.",,,,
,,,,,,1,Calculating Earned Value,,,,,
,,,,,,,Calculating ETC,,,,,
,,,,,,,Calculating Cost Variance,,,,,
,,,,,,,Calculating Planned Value,,,,,
Radio,CM,0,1,SingleQuestion,You are in mid of project and customer is asking for EAC. How do you calculate Estimate at Completion(EAC)?,,,[Qno: PML_1045] >> ,,,,
,,,,,,,Budgeted Cost(BC) - Actual Cost(AC),,,,,
,,,,,,,Actual Cost(AC) + Budgeted Cost(BC),,,,,
,,,,,,1,Actual Cost(AC) + Estimate to Complete(ETC),,,,,
,,,,,,,Actual Cost(AC) - Planned Value(PV),,,,,
Radio,CM,0,1,SingleQuestion,"In your project, CPI = 0.9 and PV = 400, AC = 500, BAC = 900. What will be the EAC if the trend continues?",,,[Qno: PML_1057] >> ,,,,
,,,,,,1,1000,,,,,
,,,,,,,600,,,,,
,,,,,,,512,,,,,
,,,,,,,480,,,,,
Radio,CM,0,1,SingleQuestion,Cost Performance Index (CPI) is ,,,[Qno: PML_1058] >> ,,,,
,,,,,,,Earned Value(EV) / Budgeted Cost(BC),,,,,
,,,,,,,Cost Variance(CV) / Actual Cost(AC),,,,,
,,,,,,1,Earned Value(EV) / Actual Cost(AC),,,,,
,,,,,,,Planned Value(PV) / Budgeted Cost(BC),,,,,
Radio,CM,0,1,SingleQuestion,"Ravi is a project manager of $100,000 project. According to the schedule, Ravi&rsquo;s team should have completed 75% of the work by now. But at the latest status meeting, the team reported that they have actually completed only 50% of the work. The team has spent $75,000 so far on the project. How would you BEST describe this project?",,,"[Qno: PML_1160] >> BAC= $ 100,000 <BR>PV= $ 75,000<BR>AC= $ 75,000<BR>EV= $ 50,000<BR>CPI= EV/AC = .67<BR>SPI= EV/PV = .67<BR>",,,,
,,,,,,,The project is ahead of schedule and within its budget,,,,,
,,,,,,,The project is behind schedule and within its budget,,,,,
,,,,,,,The project is ahead of schedule and over its budget,,,,,
,,,,,,1,The project is behind schedule and over its budget,,,,,
Radio,CM,0,1,SingleQuestion, All of the following are incorrect regarding the computation of EAC except?,,,"[Qno: PML_1369] >> Four formulae of EAC calculation: EAC = AC + ETC; <BR>EAC = AC + BAC -EV; <BR>EAC = BAC / CPI; <BR>EAC = AC + (BAC - EV) / (CPI x SPI). <BR>PMBOK (r) Guide, pp 184-185",,,,
,,,,,,1, EAC calculations either includes AC or BAC or both,,,,,
,,,,,,, EV is always included,,,,,
,,,,,,, SPI is always included ,,,,,
,,,,,,, ETC is never used in an EAC calculation,,,,,
Radio,CM,0,1,SingleQuestion,+ / - 50 % range of estimate is called,,,[Qno: PML_1496] >> Rough order of magnitude (ROM):  +/- 50%<BR>A Budget estimate: -10% to plus 25%: <BR>Definitive estimates: +/- 10%<BR>,,,,
,,,,,,1, Rough order of magnitude estimate ,,,,,
,,,,,,, Budget estimate,,,,,
,,,,,,, Definitive estimate,,,,,
,,,,,,, Predictive uncertainty estimate,,,,,
Radio,CM,0,1,SingleQuestion,Lifecycle costing,,,[Qno: PML_1603] >> Lifecycle costing is a method of including all of the cost associated with the project over its entire life,,,,
,,,,,,1,Is a method of including all of the cost associated with the project over its entire life,,,,,
,,,,,,,Is a  local government&rsquo;s accounting method,,,,,
,,,,,,,Is a method of predicting the life of a project,,,,,
,,,,,,,Is a method of evaluating projects when they are complete,,,,,
Radio,CM,0,1,SingleQuestion,The contingency budget will,,,[Qno: PML_1678] >> Reduce the probability of cost overruns,,,,
,,,,,,,Reduce the probability of scope changes,,,,,
,,,,,,,Increase the probability of a cost overruns,,,,,
,,,,,,,Increase the probability of scope changes,,,,,
,,,,,,1,Reduce the probability of cost overruns,,,,,
Radio,CM,0,1,SingleQuestion,What is the BEST way to make an accurate forecasting of ETC? ,,,[Qno: PML_1749] >> ,,,,
,,,,,,,BAC - EV,,,,,
,,,,,,1,Manual Forecasting of cost of remaining work based on work performance information,,,,,
,,,,,,,(BAC - EV)/CPI,,,,,
,,,,,,,EAC - AC,,,,,
Radio,CM,0,1,SingleQuestion,How to calculate Delphi Estimate using the Best and Worst Case,,,[Qno: PML_1876] >> ,,,,
,,,,,,1,(Best + Worst) / 2,,,,,
,,,,,,,(Best + Worst) / 6,,,,,
,,,,,,,(Worst-Best) / 2,,,,,
,,,,,,,none of the above,,,,,
Radio,CM,0,1,SingleQuestion,"In your project, you are using cost aggregation, expert judgement, and historical relationships to establish a cost performance baseline. This is performed during:",,,"[Qno: PML_2034] >> Determine Budget is the process of aggregating the estimated costs of individual activities or work packages to establish an authorized cost baseline. Tools used in this process are Cost Aggregation, Reserve Analysis, Expert judgement, Historical Relationships, Funding Limit Reconciliation",,,,
,,,,,,1, Determine Budget,,,,,
,,,,,,, Control Costs,,,,,
,,,,,,, Estimate Costs,,,,,
,,,,,,, Create WBS,,,,,
Radio,CM,0,1,SingleQuestion,Your sponsor has asked you to use payback period as a selection criterion to select amongst 3 competing projects. All of the following statements related to payback period are correct EXCEPT:,,,[Qno: PML_2109] >> ,,,,
,,,,,,,Number of years required to get back the initial investment in the project.,,,,,
,,,,,,,It s a project selection criterion,,,,,
,,,,,,,The initial investment in the project will not impact the selection criteria when payback period is used for project selection.,,,,,
,,,,,,1,It takes the discount rate into account to determine the best possible option.,,,,,
Radio,CM,0,1,SingleQuestion,"You are working on a 12 month assignment to build a website with 4000 pages for $ 1,000,000. You are supposed to spend $ 250,000 every 3 months. After 6 months, you determine that only $ 400,000 of work is completed and cost incurred is $ 800,000. What is the ETC (Atypical)?",,,[Qno: PML_2177] >> ETC (Atypical)= BAC- EV<BR>ETC (Typical) = BAC/CPI,,,,
,,,,,,,"$2,000,000 ",,,,,
