View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
Radio,FW,0,1,SingleQuestion,Your project is to reach airport within next 2 hours. Who is (are) not the stakeholders in the project?,,,[Qno: PML_2623] >> ,,,,
,,,,,,,Your Driver,,,,,
,,,,,,,Traffic Police Cop at signals,,,,,
,,,,,,,Your Spouse,,,,,
,,,,,,1,All above are stakeholders,,,,,
,,,,,,,No of above is correct answer,,,,,
Radio,FW,0,1,SingleQuestion,Which of these is program manager,,,[Qno: PML_2625] >> ,,,,
,,,,,,,Individual who manages 20 different projects,,,,,
,,,,,,1,Individual who manages 5 different but interconnected projects,,,,,
,,,,,,,Individual who is responsible for optimizing the profit in project,,,,,
,,,,,,,Individual who is managing all human resources,,,,,
Radio,FW,0,1,SingleQuestion,How many project management process are there in PMBoK 4th Edition?,,,[Qno: PML_2626] >> ,,,,
,,,,,,,20,,,,,
,,,,,,,44,,,,,
,,,,,,1,42,,,,,
,,,,,,,None of the above,,,,,
Radio,COM,0,1,SingleQuestion,Stakeholder Register is,,,[Qno: PML_2627] >> ,,,,
,,,,,,1,Input/Output,,,,,
,,,,,,,Tool Technique,,,,,
,,,,,,,Process name,,,,,
,,,,,,,All of above,,,,,
Radio,SM,0,1,SingleQuestion,What is the next process after collect requirement?,,,[Qno: PML_2628] >> ,,,,
,,,,,,,Development Project Management Plan,,,,,
,,,,,,,Create WBS,,,,,
,,,,,,1,Define Scope,,,,,
,,,,,,,Define Sequence,,,,,
Radio,PMI,0,1,SingleQuestion,PMI in not involved in ,,,[Qno: PML_2630] >> ,,,,
,,,,,,,Project Management Research,,,,,
,,,,,,,Project Management Credential Development,,,,,
,,,,,,,Project Management Standard Development,,,,,
,,,,,,1,Conduct PMP Trainings,,,,,
,,,,,,,All of Above,,,,,
Radio,IM,0,1,SingleQuestion,What is PDU?,,,[Qno: PML_2631] >> ,,,,
,,,,,,,Professional Divisional Units,,,,,
,,,,,,,Personal Development Union,,,,,
,,,,,,1,Professional Development Units,,,,,
,,,,,,,Project Development Unit,,,,,
Radio,IM,0,1,SingleQuestion,Project Charter is signed by,,,[Qno: PML_2632] >> ,,,,
,,,,,,,Stakeholders,,,,,
,,,,,,,Boss,,,,,
,,,,,,1,Sponsor,,,,,
,,,,,,,Project Manager,,,,,
Radio,CM,0,1,SingleQuestion,During what project life cycle phase is the detailed project budget created,,,[Qno: PML_2608] >> ,,,,
,,,,,,1,Planning,,,,,
,,,,,,,Initiating,,,,,
,,,,,,,Before cost estimating,,,,,
,,,,,,,Executing,,,,,
Radio,IM,0,1,SingleQuestion,Which process group process recognizes that a project or phase should begin and commits the organization for that,,,[Qno: PML_2609] >> ,,,,
,,,,,,,Planning process,,,,,
,,,,,,,Solicitation process,,,,,
,,,,,,,Scoping process,,,,,
,,,,,,1,Initiating process,,,,,
Radio,SM,0,1,SingleQuestion,Which one of the outputs below is output of define scope process,,,[Qno: PML_2633] >> ,,,,
,,,,,,,Initial project charter,,,,,
,,,,,,,Work breakdown structure,,,,,
,,,,,,1,Project scope statement,,,,,
,,,,,,,Preliminary project scope statement,,,,,
Radio,CM,0,1,SingleQuestion,Cost control is concerned with,,,[Qno: PML_2675] >> ,,,,
,,,,,,,Resource rates,,,,,
,,,,,,,Chart of accounts,,,,,
,,,,,,,Organizational Policies,,,,,
,,,,,,1,Managing changes when they occur,,,,,
