View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
Radio,SM,0,1,SingleQuestion,Sponsor decided that although all will participate to give input but only Jim will make the decision. Which decision making technique is this?,,,[Qno: PML_398] >> ,,,,
,,,,,,1,Dictatorship,,,,,
,,,,,,,Unanimity,,,,,
,,,,,,,Majority,,,,,
,,,,,,,Plurality,,,,,
Radio,RM,0,1,SingleQuestion,You are the project manager of a multi billion dollar IT project. Which of the following Tools Techniques will you use to develop the risk management plan?,,,[Qno: PML_403] >> ,,,,
,,,,,,,Risk event scheduling meetings,,,,,
,,,,,,,Variance analysis,,,,,
,,,,,,1,Planning meetings and analysis,,,,,
,,,,,,,Expert judgment,,,,,
Radio,RM,0,1,SingleQuestion,One of your team member is testing parts. After she have tested 60 parts out of 100 she was informed that there is 1 % probability of defect in those 100 parts. Now what is the probability of defect in remaining 40 parts. No defect was identified by her till now.,,,[Qno: PML_412] >> Probability is still 1 %. It cannot be 100 % because it is not certain event.,,,,
,,,,,,,<100 %,,,,,
,,,,,,,40%.,,,,,
,,,,,,1,1%.,,,,,
,,,,,,,60%.,,,,,
Radio,SM,0,1,SingleQuestion,A discipline deals with interdisciplinary field of engineering that focuses on how complex engineering projects should be designed and managed over the life cycle of the project.,,,[Qno: PML_432] >> ,,,,
,,,,,,1,System engineering,,,,,
,,,,,,,Function analysis,,,,,
,,,,,,,Values analysis,,,,,
,,,,,,,Value engineering,,,,,
Radio,RM,0,1,SingleQuestion,Which tool you will use to create Risk Management Plan?,,,[Qno: PML_454] >> ,,,,
,,,,,,,Documentation reviews,,,,,
,,,,,,1,Risk planning meetings,,,,,
,,,,,,,Data precision rankings,,,,,
,,,,,,,Diagramming techniques,,,,,
Radio,RM,0,1,SingleQuestion,To perform active risk acceptance what should be done?,,,[Qno: PML_471] >> ,,,,
,,,,,,,Develop a plan to minimize impact so that if an identified risk occurs impact can be reduced.,,,,,
,,,,,,,Develop a plan to minimize the probability of occurrence for identified risks.,,,,,
,,,,,,1,"Create contingency reserves in resources, money and time.",,,,,
,,,,,,,Make additional resources available to speed up the project.,,,,,
Radio,SM,0,1,SingleQuestion,The Scope baseline consists of ,,,[Qno: PML_474] >> PMBOK(r) Guide 4th Edition Page-319,,,,
,,,,,,,"Cost baseline, Quality baseline and Schedule baseline",,,,,
,,,,,,1,"Scope statement, WBS, and WBS dictionary",,,,,
,,,,,,,Configuration management plan and Configuration identification document,,,,,
,,,,,,,Procurement statement of work and Project scope statement,,,,,
Radio,SM,0,1,SingleQuestion,"Your customer expects you to implement a minor scope change without delay and without additional cost. You believe that you have adequate authorization to make the decision by yourself, but you are not quite sure about this. What should be your next steps",,,"[Qno: PML_533] >> PMBOK(r) Guide 4th Edition, page 93.",,,,
,,,,,,1,"Handle the request according to the integrated change control processes described in your management plans. Then make a decision together with the appropriate change control body, whether the increased customer satisfaction will be worth the extra costs, work, risks etc.",,,,,
,,,,,,,Customer satisfaction is your top priority. Customer gives you opportunity for this. This is the opportunity to exceed the expectations. So ahead and make up the cost from contingency buffer. After all this is for these kind of situations.,,,,,
,,,,,,,Look into the opportunity and try to exploit it for further profit maximization,,,,,
,,,,,,,"This is good opportunity to develop relations so go ahead and start working on this, after all this is minor scope change.",,,,,
Radio,SM,0,1,SingleQuestion,A WBS dictionary has,,,"[Qno: PML_539] >> PMBOK(r) Guide 4th Edition, page 453.",,,,
,,,,,,1,Details of each WBS component,,,,,
,,,,,,,Technical details of the scope,,,,,
,,,,,,,Functional details of the scope,,,,,
,,,,,,,List of deliverables & their dictionary meaning,,,,,
Radio,SM,0,1,SingleQuestion,Where should you write the product acceptance criteria?,,,"[Qno: PML_555] >> PMBOK(r) Guide 4th Edition, page 115.",,,,
,,,,,,,Work breakdown structure,,,,,
,,,,,,,Resource assignments,,,,,
,,,,,,1,Project scope statement,,,,,
,,,,,,,Project scope management plan,,,,,
Radio,SM,0,1,SingleQuestion,The Scope baseline includes____.,,,"[Qno: PML_563] >> PMBOK(r) Guide 4th Edition, pages 122, 124, 319.",,,,
,,,,,,1,"WBS dictionary, WBS, Scope statement",,,,,
,,,,,,,Details of scope management plans of the project,,,,,
,,,,,,,Schedule baseline and Cost baseline,,,,,
,,,,,,,Configuration Management Plan and Statement of work,,,,,
Radio,SM,0,1,SingleQuestion,What is the meaning of the acronym CSOW?,,,[Qno: PML_577] >> ,,,,
,,,,,,,Statement of work - part of contingency plan,,,,,
,,,,,,,"Currently valid statement of work, which should be used for comparison with other versions of SOW",,,,,
,,,,,,,Statement of work that is directly linked to Control account,,,,,
,,,,,,1,Formally agreed statement of work part of the contract,,,,,
Radio,RM,0,1,SingleQuestion,"During Risk identification sessions, you and your team identified more than 100 risks for your project. You couldn&rsquo;t sleep that night because the amount of time and energy required to make risk response plan for these risks is not available with you. You PMP friend suggested you that you should -------",,,"[Qno: PML_580] >> PMBOK(r) Guide 4th Edition, page 289.",,,,
,,,,,,1,"Use Qualitative risk analysis in order to prioritize risks for further action, such as Quantitative risk analysis.",,,,,
,,,,,,,Assess the probability of each risk qualitatively and further analyze only those risks with high probability.,,,,,
,,,,,,,Assess the potential impact of each risk qualitatively and further analyze only those risks with high impact.,,,,,
,,,,,,,Identify Risk triggers wherever possible. Develop risk response plan only for those risks for which no trigger could be found.,,,,,
Radio,HM,0,1,SingleQuestion,In in your recent observation you sensed a slightly negative attitude in your team. Which of the following document is NOT used to understand and improve the situation.,,,"[Qno: PML_588] >> PMBOK(r) Guide 4th Edition, page 236.",,,,
,,,,,,,Project Staff Assignments,,,,,
,,,,,,,Team Performance Assessments,,,,,
,,,,,,,Performance Reports,,,,,
,,,,,,1,Cost Baseline,,,,,
Radio,RM,0,1,SingleQuestion,You identified a technical risk in your project and assigned a contingency plan for that. Planning contingency reserves is -----,,,"[Qno: PML_591] >> PMBOK(r) Guide 4th Edition, page 304",,,,
,,,,,,,Active risk mitigation,,,,,
,,,,,,1,Active risk acceptance,,,,,
,,,,,,,Passive risk acceptance,,,,,
,,,,,,,Passive risk avoidance,,,,,
Radio,CM,0,1,SingleQuestion,Which of these is not required for establishing cost performance baseline?,,,"[Qno: PML_599] >> PMBOK(r) Guide 4th Edition, page 175.",,,,
,,,,,,,Project Schedule,,,,,
,,,,,,1,The Risk breakdown structure and the Risk register.,,,,,
,,,,,,,Basis of estimation,,,,,
,,,,,,,Resource Calendar,,,,,
Radio,RM,0,1,SingleQuestion,"In your project you have identified all the possible risks, developed risk response plan, risk owners are identified for each risk, contingency reserves allocated in your cost performance baseline even after that project is facing lot many hiccups. What may be the problem?",,,[Qno: PML_604] >> ,,,,
,,,,,,,You failed to develop Risk Breakdown Structure,,,,,
,,,,,,,You have not identified risk triggers,,,,,
,,,,,,,You have not calculated EMV of each risk,,,,,
,,,,,,1,You are not monitoring & controlling risks,,,,,
Radio,HM,0,1,SingleQuestion,Which option is most relevant for a 360 degree review? ,,,[Qno: PML_636] >> ,,,,
,,,,,,,Assessments from different perspectives leave no weak spot of a person unaddressed.,,,,,
,,,,,,1,The reviewed person will regard the assessment process as fair and developmental.,,,,,
,,,,,,,"Managers will be assessed by their subordinates, enforcing a more participative style.",,,,,
,,,,,,,One can use a simple standard questionnaire to gather data from the reviewers.,,,,,
Radio,SM,0,1,SingleQuestion,A difference between a Statement of work and a Scope statement is:,,,"[Qno: PML_644] >> PMBOK(r) Guide 4th Edition, pages 75, 115.",,,,
,,,,,,,"The statement of work focuses on physical or technical matters, while the project scope statement focuses on a functional view.",,,,,
,,,,,,1,The statement of work is prepared by the customer while the scope statement is developed by the project management team.,,,,,
,,,,,,,The project scope statement is in most projects developed before the statement of work is written.,,,,,
,,,,,,,A project scope statement can become a contract document; a statement of work cannot.,,,,,
Radio,HM,0,1,SingleQuestion,You are the manager of a project for a company that is known to make heavy use of extrinsic motivators in order to boost morale and team performance. What does that mean? ,,,[Qno: PML_645] >> ,,,,
,,,,,,,Extrinsic motivators are tailored to the needs of individual team members.,,,,,
,,,,,,,Extrinsic motivators are derived from within individual team members.,,,,,
,,,,,,,Extrinsic motivators include the improvement of hygiene factors of the work environment.,,,,,
,,,,,,1,"Extrinsic motivators are incentives such as rewards, gifts, or money.",,,,,
Radio,CM,0,1,SingleQuestion,"You are running a project which was budgeted based on some Rough order of magnitude (ROM) estimates with a precision of -25% / +75%. While working, when some deliverables are in progress, on the project you found out that these estimates were consistently too low and the budget will not be sufficient to successfully run and finish the project. What should you do? ",,,"[Qno: PML_668] >> PMBOK(r) Guide 4th Edition, page 168.",,,,
,,,,,,,"You shouldn&rsquo;t worry too much, It is quite normal that early estimates are too optimistic and later estimates are too pessimistic but the project costs will finally settle somewhere in between.",,,,,
,,,,,,,Find a contractor who can run the project for you. Set the budget as a price limit during the bidding process and accept only Firm fixed price (FFP) offers which do not exceed this price.,,,,,
,,,,,,,Try to reduce scope and use cheaper material in areas wherever possible in the project. It is not your responsibility that an insufficient budget has been created for the project.,,,,,
,,,,,,1,Bring the issue to your sponsor and discuss how this should be handled. Together with the sponsor develop some guidelines and adhere to the guidelines which describe how budgets will be reviewed and refined periodically.,,,,,
Radio,CM,0,1,SingleQuestion,"Your portfolio has the choice between several projects it could run. But you have limited resource. In order to select projects, the organization assessed their strategic importance, investment requirements, and expected cash inflow from the projects&rsquo; products, services and results. What should the organization assess in addition?",,,"[Qno: PML_678] >> In portfolio level decision making focus should be on benefits from the outcome of the project, business goal alignment, ensure cashflow for the project.",,,,
,,,,,,,The probability of changes to strategic goals.,,,,,
,,,,,,1,The probability of the expected cash inflows.,,,,,
,,,,,,,From what different sources the money is coming,,,,,
,,,,,,,Technical feasibility of the projects,,,,,
Radio,HM,0,1,SingleQuestion,Most common cause of conflicts in a project is ,,,[Qno: PML_694] >> Schedules are most common cause of conflicts.,,,,
,,,,,,,Project priorities ,,,,,
,,,,,,,Technical opinions ,,,,,
,,,,,,,Personal Issues ,,,,,
,,,,,,1,Schedules ,,,,,
Radio,CM,0,1,SingleQuestion,Which one is not project selection method? ,,,[Qno: PML_704] >> ,,,,
,,,,,,,Internal Rate of Return ,,,,,
,,,,,,1,Integer Algorithm ,,,,,
,,,,,,,Net Present Value,,,,,
,,,,,,,Discounted cash flow ,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following is not true about the WBS report? ,,,[Qno: PML_720] >> WBS should focus on deliverables.,,,,
,,,,,,,The project team must be involved in developing the WBS. ,,,,,
,,,,,,,"As a rule of thumb, each activity of WBS should take less than 80 hours. ",,,,,
,,,,,,1,WBS should focus in on the activities that must be performed in the project and should not focus on the deliverables. ,,,,,
,,,,,,,WBS is usually represented in a hierarchical fashion. ,,,,,
Radio,CM,0,1,SingleQuestion,Which one represents order of magnitude estimates,,,"[Qno: PML_726] >> The order of magnitude is preferred during initiation phase, and it has an accuracy range of -25% to 75%. This range is 100% range.",,,,
,,,,,,, -25% to +50% ,,,,,
,,,,,,, -25% to +25% ,,,,,
,,,,,,, -25% to +10% ,,,,,
,,,,,,1, -25% to +75% ,,,,,
Radio,RM,0,1,SingleQuestion,In your project you noticed that people can leave due to low morale and motivation. In this context low morale and motivation is an example of ,,,[Qno: PML_728] >> A risk trigger is an indication that the risk is about to occur or has occurred.,,,,
,,,,,,,Work-around ,,,,,
,,,,,,,Risk monitoring ,,,,,
,,,,,,,Risk planning ,,,,,
,,,,,,1,Trigger,,,,,
Radio,RM,0,1,SingleQuestion,You recently completed a project phase and decide to do one party with team members at weekend. Being long weekend you know that some of the people may not come but didn&rsquo;t change your plan and went ahead with an assumption that probability is very low. This is an example of which risk response strategy?,,,[Qno: PML_733] >> ,,,,
,,,,,,,Avoidance ,,,,,
,,,,,,,Mitigation ,,,,,
,,,,,,1,Acceptance ,,,,,
,,,,,,,Transference ,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following is true statement about risks? ,,,[Qno: PML_750] >> Only this is the only correct statement.,,,,
,,,,,,1,Risk identification happens in all the phases of the project. ,,,,,
,,,,,,,Risk register has list of only expired risks,,,,,
,,,,,,,You should take action only when risk has occurred,,,,,
,,,,,,,A risk that was not planned but has happened is called a trigger. ,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following is an output of the Identify Risks process. ,,,[Qno: PML_752] >> Risk Register is the only output of the Risk identification process.,,,,
,,,,,,,Lessons Learned ,,,,,
,,,,,,,Checklists ,,,,,
,,,,,,,SWOT Analysis ,,,,,
,,,,,,1,None of the above,,,,,
Radio,CM,0,1,SingleQuestion,Which one the below process does not use Reserve Analysis tool & technique?,,,[Qno: PML_793] >> Reserve analysis is used while you working on Estimate Costs process to calculate contingency buffers. Reserve analysis is also used during Determine Budget to calculate management contingency buffers that apply to the entire project. Reserve analysis is done during Activity Duration estimation in order to calculate duration buffers for individual activities.,,,,
,,,,,,,Estimating Activity Duration,,,,,
,,,,,,,Determine Budget,,,,,
,,,,,,1,Control Costs,,,,,
,,,,,,,Estimate Costs,,,,,
Radio,CM,0,1,SingleQuestion,Project Cost Management Plan is created as a part of,,,[Qno: PML_794] >> PMBoK does not have separate process in the Project Cost Estimation knowledge area to develop a cost management plan. It is developed in Develop Project Management Plan process.,,,,
,,,,,,,Control Costs process,,,,,
,,,,,,1,Develop Project Management Plan process,,,,,
,,,,,,,Determine Budget process,,,,,
,,,,,,,Estimate Costs process,,,,,
Radio,RM,0,1,SingleQuestion,"With triangular distribution, the low, likely and high values are 20, 30 and 40, respectively. The mean is _____.",,,[Qno: PML_804] >> mean in Triangular Distribution = (20+30+40)/3= 30,,,,
,,,,,,1,30,,,,,
,,,,,,,22.5,,,,,
,,,,,,,25,,,,,
,,,,,,,27.5,,,,,
Radio,HM,0,1,SingleQuestion,Which is an input to human resource planning?,,,"[Qno: PML_809] >> Develop Human Resource Plan Inputs : Enterprise Environmental Factors, Historical information, Organizational Process Assets and Project Management plan.",,,,
,,,,,,,Chart of accounts,,,,,
,,,,,,,Cost baseline,,,,,
,,,,,,,Cost management plan,,,,,
,,,,,,1,Historical information,,,,,
Radio,HM,0,1,SingleQuestion,What is not among the tools and techniques of Organizational Planning?,,,[Qno: PML_818] >> Staffing Management Plan (part of Human Resource Plan) is output of Develop Human Resource Plan,,,,
,,,,,,,Templates,,,,,
,,,,,,,Human resource practices,,,,,
,,,,,,1,Staffing management plan,,,,,
,,,,,,,Organizational theory,,,,,
Radio,CM,0,1,SingleQuestion,Control Costs is concerned with:,,,[Qno: PML_819] >> Control Costs is concerned with Managing changes when they occur,,,,
,,,,,,,Resource rates,,,,,
,,,,,,1,Managing changes when they occur,,,,,
,,,,,,,Chart of accounts,,,,,
,,,,,,,Organizational policies,,,,,
Radio,CM,0,1,SingleQuestion,Top down estimating is also called as.,,,"[Qno: PML_826] >> Analogous estimating uses the actual cost of a previous, similar project as the basis for estimating the cost of the project in hand.",,,,
,,,,,,,Life-cycle costing,,,,,
,,,,,,,Parametric modeling,,,,,
,,,,,,1,Analogous estimating,,,,,
,,,,,,,Bottom up estimating,,,,,
Radio,CM,0,1,SingleQuestion,Which describes how cost variances will be managed?,,,[Qno: PML_837] >> Cost management plan describes how cost variances will be managed.,,,,
,,,,,,,Cost baseline,,,,,
,,,,,,1,Cost management plan,,,,,
,,,,,,,Cost estimate,,,,,
,,,,,,,Chart of accounts,,,,,
Radio,CM,0,1,SingleQuestion,Which is controlling changes to the budget.,,,[Qno: PML_847] >> Costs variations are monitored and controlled in Control Costs Process.,,,,
,,,,,,1,Control Costs,,,,,
,,,,,,,Estimate Costs,,,,,
,,,,,,,Determine Budget,,,,,
,,,,,,,None,,,,,
Radio,CM,0,1,SingleQuestion,How many and of what quality resources are required to perform project activities. This is called,,,"[Qno: PML_863] >> Resource planning :Planning, identifying, documenting, and assigning project roles, responsibilities, and reporting relationships to individuals or groups.",,,,
,,,,,,,Estimating Cost,,,,,
,,,,,,,Determining Budget,,,,,
,,,,,,1,Resource planning,,,,,
,,,,,,,Controlling Cost,,,,,
Radio,CM,0,1,SingleQuestion,Which Estimate Costs technique used most frequently in the early stages of a project.,,,"[Qno: PML_864] >> Analogous estimating is also called top-down estimating and uses the actual cost of a previous, similar project as the basis for estimating the cost of the project in hand",,,,
,,,,,,,Life-cycle costing,,,,,
,,,,,,1,Analogous estimating,,,,,
,,,,,,,Parametric modeling,,,,,
,,,,,,,Bottom up estimating,,,,,
Radio,CM,0,1,SingleQuestion,"What is the standard deviation for the estimates. Optimistic= $50, Pessimistic=$70, Most Likely= $55",,,[Qno: PML_898] >> Standard Deviation= (Pessimistic - Optimistic)/6 = (70-50)/6,,,,
,,,,,,1,3.33,,,,,
,,,,,,,56.66,,,,,
,,,,,,,0.83,,,,,
,,,,,,,0.5,,,,,
Radio,CM,0,1,SingleQuestion,While estimating Activity Duration what do you not want to look into,,,[Qno: PML_904] >> Activity cost estimates are input for determine budget.,,,,
,,,,,,,Activity Attributes,,,,,
,,,,,,,Activity Resource Requirements,,,,,
,,,,,,,Resource Calendars,,,,,
,,,,,,1,Activity Cost Estimates,,,,,
Radio,CM,0,1,SingleQuestion,Which is not part of the Earned Value calculations ?,,,[Qno: PML_918] >> Unknown Unknowns in project are managed using management reserve. They are not part of cost performance baseline therefore not part of earned value calculations,,,,
,,,,,,,Project Budget,,,,,
,,,,,,1,Unknown Unknowns,,,,,
,,,,,,,Known Unknowns,,,,,
,,,,,,,Amount of work completed,,,,,
Radio,IM,0,1,SingleQuestion,Change requests are made against ----,,,[Qno: PML_927] >> All change requests are made against a project plan that has the project baseline.,,,,
,,,,,,,SOW,,,,,
,,,,,,,Charter,,,,,
,,,,,,,Executive summary,,,,,
,,,,,,1,Project baseline,,,,,
Radio,IM,0,1,SingleQuestion,Change requests should be ______ ?,,,[Qno: PML_928] >> Record of changes request should be maintained by project team and change request can be raised by any stakeholder.,,,,
,,,,,,,Interesting,,,,,
,,,,,,,Short,,,,,
,,,,,,1,Formal,,,,,
,,,,,,,Raised by Customer Only,,,,,
Radio,RM,0,1,SingleQuestion,Which is a valid response to positive risks?,,,"[Qno: PML_932] >> Positive risks may be responded by - ""Exploit"", ""Enhance"", ""Share"", ""Accept"".",,,,
,,,,,,,Exploit,,,,,
,,,,,,,Share,,,,,
,,,,,,,Enhance,,,,,
,,,,,,1,All,,,,,
Radio,RM,0,1,SingleQuestion,Which is a valid response to negative risks?,,,[Qno: PML_933] >> Risk mitigation is a response to negative risks.,,,,
,,,,,,,Exploit,,,,,
,,,,,,1,Mitigation,,,,,
,,,,,,,Enhance,,,,,
,,,,,,,Share,,,,,
Radio,CM,0,1,SingleQuestion,Which performance measurement tells you that how much more  money is required to finish the project?,,,[Qno: PML_937] >> Estimate to completion calculates how much more of the budget is needed to complete the project.,,,,
,,,,,,,EV,,,,,
,,,,,,1,ETC,,,,,
,,,,,,,EAC,,,,,
,,,,,,,TCPI,,,,,
Radio,QM,0,1,SingleQuestion,A Pareto diagram can be best described as:,,,[Qno: PML_959] >> Pareto diagram mainly helps the project management team to address maximum issues with minimum efforts,,,,
,,,,,,1,Histogram,,,,,
,,,,,,,Control Chart,,,,,
,,,,,,,Scatter Chart,,,,,
,,,,,,,Cause and Effect Diagram,,,,,
Radio,CM,0,1,SingleQuestion,"If the Earned Value is equal to Actual Cost, What does it means:",,,"[Qno: PML_970] >> Cost Variance = EV - AC . Therefore if EV = AC, the Cost Variance is zero .",,,,
,,,,,,,There is no schedule variance,,,,,
,,,,,,1,There is no cost variance,,,,,
,,,,,,,Schedule Variance Index is 1,,,,,
,,,,,,,Project is on budget and on schedule,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following is NOT true regarding Risk Management Plan?,,,[Qno: PML_991] >> Risk register is updated when trigger for risk occurs.,,,,
,,,,,,,Risk Management Plan is an output of Plan Risk Management process,,,,,
,,,,,,1,Risk Management Plan will be updated when the trigger for a major risk occurs,,,,,
,,,,,,,"Risk Management Plan includes the categories of risk, their definition and Definition of risk probability and impact",,,,,
,,,,,,, Plan Risk Management is an input to all the remaining Risk Planning processes,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following is true regarding Control Account?,,,[Qno: PML_1001] >> ,,,,
,,,,,,,It is the body with overall administrative authority and control over an account in the performing organization,,,,,
,,,,,,,It is a quality control tool for controlling the defects to minimize delivered defects,,,,,
,,,,,,,It is the major accounting book where all the cost details are entered for an active account,,,,,
,,,,,,1,"It is a management control point where scope, budget, actual cost and schedule are integrated and compared to earned value for performance management",,,,,
Radio,QM,0,1,SingleQuestion,Which of the following is true about accuracy and precision?,,,"[Qno: PML_1004] >> Accuracy means that measured value is very close to the True value. Precision means the value of repeated measurement have very little scatter. PMBOK(r) Guide 4th Edition Page190<BR>

Speed of the printer is 50 pages per minute but our measurement shows that it is 49.5 pages per minute. Some times printer prints 40 PPM sometimes it prints 60 PPM although the average is 49.5 which is very near to acclaimed speed (high accuracy) but data is scattered and precision is very wide (low precision)",,,,
,,,,,,,Precision is correctness and accuracy is consistency,,,,,
,,,,,,1,Precision is consistency and accuracy is correctness,,,,,
,,,,,,,Precision and accuracy are same,,,,,
,,,,,,,Precision is used for measuring length and accuracy is used for time measurements,,,,,
Radio,HM,0,1,SingleQuestion,You are the project manager for a project that has high visibility. Your manager wants you to prepare a presentation for him to present at a conference. Most of the material in the presentation will be facts that are the results of your project. Your manager intends to present the material under his own name. Your name will not appear. What is the best option for you?,,,"[Qno: PML_1006] >> There are other better ways. But given the options, option #2 is the best.",,,,
,,,,,,,Refuse to work on the presentation unless you are listed as a co-author.,,,,,
,,,,,,1,Do the work as you were told by your manager. ,,,,,
,,,,,,,Present your own presentation. ,,,,,
,,,,,,,Meet with your manager&rsquo;s manager and discuss the problem.,,,,,
Radio,QM,0,1,SingleQuestion,Which of the following statements is false,,,[Qno: PML_1016] >> ,,,,
,,,,,,,Quality control is primarily concerned with meeting the quality requirements specified for the deliverables,,,,,
,,,,,,,Scope Verification is primarily concerned with Acceptance of the deliverables,,,,,
,,,,,,,Quality control is generally performed before Scope Verification,,,,,
,,,,,,1,"If the project is terminated early, the scope verification is not necessary.",,,,,
Radio,QM,0,1,SingleQuestion,You are in charge of laser printer manufacturing Company. You have recently launched a new laser printer and you observed some over-heating in the hangs the printer and bad impact on printing quality also. You have decided to conduct a root cause analysis and to determine the exact reason for this and suggest action that could prevent the this type of occurrence in new batch. What did you here?,,,[Qno: PML_1077] >> ,,,,
,,,,,,,Using the quality audit technique,,,,,
,,,,,,,Using Quality control tool and technique,,,,,
,,,,,,,Using the root cause identification technique,,,,,
,,,,,,1,Using process analysis technique of QA,,,,,
Radio,HM,0,1,SingleQuestion,Team development training cost is of what type of cost?,,,[Qno: PML_1078] >> Cost is incurred directly on the project. There is no other reason for which training need to be done.,,,,
,,,,,,1,Direct,,,,,
,,,,,,,IRR,,,,,
,,,,,,,Indirect,,,,,
,,,,,,,Fixed,,,,,
Radio,SM,0,1,SingleQuestion,Create WBS is part which Knowledge Area?,,,[Qno: PML_1089] >> ,,,,
,,,,,,,Project Time Management,,,,,
,,,,,,,Project Integration Management,,,,,
,,,,,,,Project Cost Management,,,,,
,,,,,,1,Project Scope Management,,,,,
Radio,IM,0,1,SingleQuestion,What is the proper sequence for closing the project -----,,,"[Qno: PML_1098] >> a. Hold project conclusion meeting<BR>
b. Declare success or failure<BR>
c. Transition the solution to support (if applicable)<BR>
e. Turn over project files (if applicable)<BR>
f. Conduct Performance Reviews<BR>
g. Reassign the remaining project team<BR>
h. Contract Closure<BR>",,,,
,,,,,,,"project closure, contract closure",,,,,
,,,,,,1,"contract closure, project closure",,,,,
,,,,,,,contract closure includes project closure,,,,,
,,,,,,,project closure includes contract closure,,,,,
Radio,RM,0,1,SingleQuestion,Tornado diagrams are part of,,,[Qno: PML_1102] >> ,,,,
,,,,,,,Plan Risk Management,,,,,
,,,,,,,Qualitative Risk Analysis,,,,,
,,,,,,1,Quantitative Risk Analysis,,,,,
,,,,,,,Risk Response Plan,,,,,
Radio,RM,0,1,SingleQuestion,In Probability and Impact Metrics which of the following statement is true?,,,[Qno: PML_1116] >> ,,,,
,,,,,,,"For opportunities, the low risk zone offers lowest risk and best benefits",,,,,
,,,,,,,"For threat, the high risk zone offers greatest benefits",,,,,
,,,,,,1,"For opportunities, the high risk zone offers greatest benefits",,,,,
,,,,,,,For threat the low risk zone should be addressed first,,,,,
Radio,SM,0,1,SingleQuestion,Which of the following statement is NOT true?,,,"[Qno: PML_1127] >> WBS, WBS Dictionary, Scope baseline & Project document updates are output of Create WBS process",,,,
,,,,,,,Work breakdown structure(updates) is an output of Scope control,,,,,
,,,,,,1,WBS Dictionary is an output of Define Scope ,,,,,
,,,,,,,Requested changes is an output of Scope Verification,,,,,
,,,,,,,Work Performance information is an input to Scope control,,,,,
Radio,HM,0,1,SingleQuestion,Which of the following types of power is the most effective in leading teams?,,,[Qno: PML_1255] >> The most effective type of power for a project manager is Expert power. Your team respects you because they know that you are expert on the subject we are discussing about,,,,
,,,,,,,Referent,,,,,
,,,,,,,Reward,,,,,
,,,,,,1,Expert,,,,,
,,,,,,,Punishment,,,,,
Radio,COM,0,1,SingleQuestion,"You are working on a project with 7 engineers, 1 architect. While you are in execution phase 2 more joins your team for quality control activities. How many new communication channel opens.",,,"[Qno: PML_1264] >>  The formula for lines of communication is n x (n-1) / 2. In beginning team size is 9 people it has increased to 11 people. Therefore in beginning there are 36 communication channels, after new member join there are 55 communication channel. Thus 55-36 = 19 new communication channels opens",,,,
,,,,,,1,19,,,,,
,,,,,,,12,,,,,
