View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
Radio,COM,0,1,SingleQuestion,"You have been assigned as a project manager into a very large project. There are many obstacles in the project and controversy on already delivered items. There are 60 keys stakeholder on this project representing. With this many stakeholders, what challenge will be the most difficult for the project&rsquo;s success?",,,"[Qno: PML_178] >> 1, 2, 4 can be managed up to a certain extend with well defined processes. Managing stakeholder expectation needs strong interpersonal, leadership skills.",,,,
,,,,,,,Managing scope creep.,,,,,
,,,,,,,Developing the communication plan.,,,,,
,,,,,,1,Managing stakeholder expectations.,,,,,
,,,,,,,"Coordinating communication between the project manager, the project team, and the project stakeholders.",,,,,
Radio,COM,0,1,SingleQuestion,"You are the project manager of a project where you work with 15 other team members, one sponsor, and three managers who will contribute significantly to your project. How many communication are there between stakeholders in your project?",,,[Qno: PML_233] >> Total team is 20 member team including project manager.,,,,
,,,,,,1,190,,,,,
,,,,,,,171,,,,,
,,,,,,,105,,,,,
,,,,,,,Cannot be determined,,,,,
Radio,COM,0,1,SingleQuestion,You are working on a government project where various departments are stakeholders. One of your responsibility is to identify that how stakeholders are likely to react in various situation. Based on this you need to develop strategy to gain their support. What tool you would use for this?,,,[Qno: PML_312] >> ,,,,
,,,,,,1,Stakeholder analysis,,,,,
,,,,,,,Stakeholder communication,,,,,
,,,,,,,Stakeholder performance chart,,,,,
,,,,,,,Stakeholder risk definition,,,,,
Radio,COM,0,1,SingleQuestion,The first meeting of the project when you address all stakeholders and outline about how everyone will communicate as the project progress is called ….,,,[Qno: PML_331] >> ,,,,
,,,,,,,Status meeting,,,,,
,,,,,,,Steering Committee Meeting,,,,,
,,,,,,,Stakeholder identification meeting,,,,,
,,,,,,1,Kick-off meeting,,,,,
Radio,COM,0,1,SingleQuestion,"Who is responsible on your project to decide about what communication method need to be used, how and when?",,,[Qno: PML_346] >> ,,,,
,,,,,,,Project Team,,,,,
,,,,,,,Executing Sponsor,,,,,
,,,,,,1,Project Manager,,,,,
,,,,,,,PMO,,,,,
Radio,COM,0,1,SingleQuestion,Video conferencing tool  where CEO can address the project team and address only selected queries. This is an example of ,,,[Qno: PML_378] >> ,,,,
,,,,,,,Push communication,,,,,
,,,,,,,Pull communication,,,,,
,,,,,,,Forward/backward communication,,,,,
,,,,,,1,Interactive communication,,,,,
Radio,COM,0,1,SingleQuestion,You published recent project report on your project portal. This information can be used by stakeholder at their own pace. This is an example of -----,,,[Qno: PML_407] >> ,,,,
,,,,,,,Interactive communication,,,,,
,,,,,,,Information gathering,,,,,
,,,,,,,Pull communication,,,,,
,,,,,,1,Push communication,,,,,
Radio,COM,0,1,SingleQuestion,How does a project management team stay in touch with the work and the attitudes of project team members,,,"[Qno: PML_531] >> PMBOK(r) Guide 4th Edition, page 238.",,,,
,,,,,,1,By observation and communication,,,,,
,,,,,,,By continuous training & motivation,,,,,
,,,,,,,By hiring soft skill expert in project team,,,,,
,,,,,,,Use functional manager to communicate with team members,,,,,
Radio,COM,0,1,SingleQuestion,You have been assigned a project manager for an information security project. This project will help the organization is big way but since the beginning your are facing huge resistance from the people because their way of working will change once this project is complete. What shall you do?,,,"[Qno: PML_543] >> PMBOK(r) Guide 4th Edition, pages 215 and 233 (9.2.3.4).",,,,
,,,,,,,Develop a Responsibility assignment matrix (RAM) based on RACI and inform people about this.,,,,,
,,,,,,,Develop an organization diagram which does not allow and encourage any unofficial discussion which can be fatal for project.,,,,,
,,,,,,,"Do not talk to these stakeholders too much at this time, instead create Faits accomplis, which will later force the stakeholders to support the project due to a lack of alternatives for them.",,,,,
,,,,,,1,"Schedule a meeting with these stakeholders to present the project, discuss and establish ground rules, ensure their involvement and identify initial personal and organizational issues.",,,,,
Radio,COM,0,1,SingleQuestion,What should you focus on when managing the stakeholders of your project?,,,"[Qno: PML_632] >> PMBOK(r) Guide 4th Edition, page 261-262.",,,,
,,,,,,1,Resolving issues.,,,,,
,,,,,,,Ensuring the order of phases.,,,,,
,,,,,,,Incorporating change requests,,,,,
,,,,,,,Ensuring stakeholder value.,,,,,
Radio,COM,0,1,SingleQuestion,Which is NOT a type of project review meeting?,,,[Qno: PML_671] >> ,,,,
,,,,,,1,Standup Meeting,,,,,
,,,,,,,Team review meetings,,,,,
,,,,,,,Executive management review meetings,,,,,
,,,,,,,Customer review meetings,,,,,
Radio,COM,0,1,SingleQuestion,What is not the main purpose of a final Project report?,,,"[Qno: PML_687] >> Preparing acceptance of the final product, service or result is done as a part of verify scope process. See PMBOK(r) Guide, 4th Edition, page 102",,,,
,,,,,,,Making stakeholders aware that the project has been closed out.,,,,,
,,,,,,,Acknowledging what has been done and achieved by all contributors.,,,,,
,,,,,,1,"Preparing acceptance of the final product, service or result.",,,,,
,,,,,,,If a project has been cancelled before completion: Explaining the causes.,,,,,
Radio,COM,0,1,SingleQuestion,Which is not included in Performance improvements :,,,[Qno: PML_836] >> Overtime worked is not the performance improvement in project,,,,
,,,,,,,Improvements in individual skills,,,,,
,,,,,,,Improvements in team behaviors,,,,,
,,,,,,1,Improvements in amount of overtime worked,,,,,
,,,,,,,Improvements in team capabilities,,,,,
Radio,COM,0,1,SingleQuestion,When do you perform stakeholder analysis?,,,[Qno: PML_1139] >> Identify Stakeholders is one of the processes in the Communications Management knowledge area. Stakeholder Analysis is one of the tools and techniques of the Identify Stakeholders process. The goal of stakeholder analysis is to write down the needs of your stakeholders. ,,,,
,,,,,,,When developing the project charter,,,,,
,,,,,,,When creating the project management plan,,,,,
,,,,,,,When putting changes through change control,,,,,
,,,,,,1,When managing communications on your project,,,,,
Radio,COM,0,1,SingleQuestion,"You are working as project manager on a IT project. Late in the project, client demands a big change. You did the assessment of the impact of the change and informs the client that how much time and money it will cost. But the client says that he doesn&rsquo;t have the time or budget to allow the change. What is the BEST way for you to handle this situation?",,,[Qno: PML_1243] >> ,,,,
,,,,,,,Plan a senior managers&rsquo; meet with the client to explain the situation,,,,,
,,,,,,1,Hold a meeting with the client to figure out why he is asking for the change,,,,,
,,,,,,,"Stop the work, right there because working after this will be waste of time and money (customer may not accept it)",,,,,
,,,,,,,Have the client find more money for the budget,,,,,
Radio,COM,0,1,SingleQuestion,"You are working on a project with 7 engineers, 1 architect. While you are in execution phase 2 more joins your team for quality control activities. How many new communication channel opens.",,,"[Qno: PML_1264] >>  The formula for lines of communication is n x (n-1) / 2. In beginning team size is 9 people it has increased to 11 people. Therefore in beginning there are 36 communication channels, after new member join there are 55 communication channel. Thus 55-36 = 19 new communication channels opens",,,,
,,,,,,1,19,,,,,
,,,,,,,12,,,,,
,,,,,,,17,,,,,
,,,,,,,45,,,,,
Radio,COM,0,1,SingleQuestion, The stakeholder analysis matrix is part of what process?,,,"[Qno: PML_1383] >> It is part of the Stakeholder Management Strategy which is output of Identify Stakeholders. PMBOK(r) Guide 4th Edition, p. 251",,,,
,,,,,,,Plan Communications,,,,,
,,,,,,1,Identify stakeholders,,,,,
,,,,,,,Stakeholder register ,,,,,
,,,,,,,Performance Reporting,,,,,
Radio,COM,0,1,SingleQuestion,What percentage of the message contained in email is actually understood by the recipients?,,,"[Qno: PML_1423] >> Albert Mehrabian showed in his Paralingual studies that only 7% of the message is contained in the words. 38% is contained in the vocal pitch and tone, 55% is contained in the body language is understood by the people.",,,,
,,,,,,, 55%.,,,,,
,,,,,,1, 7%.,,,,,
,,,,,,,38%.,,,,,
,,,,,,, 93%.,,,,,
Radio,COM,0,1,SingleQuestion,A variance analysis is used for:,,,"[Qno: PML_1459] >> PMBOK(r) Guide 4th Edition, p. 268",,,,
,,,,,,, Determining future performance,,,,,
,,,,,,, Status reporting,,,,,
,,,,,,1, Comparing baselines to actuals,,,,,
,,,,,,, Statistical modeling ,,,,,
Radio,COM,0,1,SingleQuestion,The fundamental difference between Effective communication and Efficient communication means that:,,,"[Qno: PML_1534] >> Effective communication means that the information is provided in the right format, at right time, and with the right impact. Efficient communication means providing only the information that is needed. On most project communication planning is done in early phases of the project therefore to check the efficiency of communication plan one should review it from time to time. PMBOK(r) Guide 4th Edition, p. 252",,,,
,,,,,,,Effective communications ensure the guaranteed delivery of the communication and Efficient communications provide information to only the stakeholders who need it,,,,,
,,,,,,,Effective communications focus on the fastest communication channel  and Efficient communications focus on the most appropriate communication channel,,,,,
,,,,,,1,Effective communications ensure the timeliness and the format of the communications and Efficient communications provide only the information that is needed,,,,,
,,,,,,,Effective communications are required and Efficient communications are optional,,,,,
Radio,COM,0,1,SingleQuestion,The sender of a message is responsible for:,,,[Qno: PML_1810] >> ,,,,
,,,,,,1,Confirming the message is understood,,,,,
,,,,,,,Ensuring the receiver agrees with the message,,,,,
,,,,,,,Scheduling communication exchange,,,,,
,,,,,,,Presenting the message in the most agreeable manner,,,,,
Radio,COM,0,1,SingleQuestion,The major purpose of project status reports is to:,,,[Qno: PML_1897] >> Project status reports are prepared in Report Performance Process and the purpose of this is to organize and summarize the information.,,,,
,,,,,,,Inform upper management of the project problems,,,,,
,,,,,,1,Organize and summarize the information so that all stakeholders were informed,,,,,
,,,,,,,Inform the client about the changes that have completed,,,,,
,,,,,,,Provide information to management and client,,,,,
Radio,COM,0,1,SingleQuestion,Manage Stakeholders Expectations is a part which of the following knowledge area,,,[Qno: PML_1982] >> ,,,,
,,,,,,,Human Resource Management,,,,,
,,,,,,1,Project Communications Management,,,,,
,,,,,,,Project Cost Management,,,,,
,,,,,,,Project Risk Management,,,,,
Radio,COM,0,1,SingleQuestion,In a basic communication model what is not expected?,,,[Qno: PML_2023] >> Receiver may disagree as well.,,,,
,,,,,,1,Receiver should agree with the message sent by the sender.,,,,,
,,,,,,,Noise should be minimized.,,,,,
,,,,,,,Receiver must decode and reply to the message.,,,,,
,,,,,,, Receiver should send a feedback message to the sender.,,,,,
Radio,COM,0,1,SingleQuestion,You have recently completed the distribute information process. What is output of the this process?,,,[Qno: PML_2044] >> ,,,,
,,,,,,,Performance reports,,,,,
,,,,,,1,Organization Process Assets Update,,,,,
,,,,,,,Enterprise Environmental Factor Update,,,,,
,,,,,,,Stakeholder Register,,,,,
Radio,COM,0,1,SingleQuestion,"You are managing a project in a foreign country, where you have to pay a fee to a government agencies to get your work done. In this case you should.",,,"[Qno: PML_2056] >> PM has the responsibility to refrain from offering or accepting inappropriate payments, gifts, or other forms of compensation for personal gain. But if it is conforming to the culture and law of that country then do the needful but you inform to your manager & sponsor",,,,
,,,,,,,"Refuse to pay the fee, because they are bribes and hence unethical ",,,,,
,,,,,,,"Make a case why fees should be paid to government agencies, and present it to your management ",,,,,
,,,,,,1,Pay the fee to the government agencies,,,,,
,,,,,,,Offer gifts to the government officials instead of fee to get their support ,,,,,
Radio,COM,0,1,SingleQuestion,"On your project you are constantly involved in managing stakeholders` expectations to satisfy their needs and resolve issues. In this context, all the following are relevant outputs EXCEPT:",,,[Qno: PML_2118] >> Communication requirement analysis is tool and technique of plan communication,,,,
,,,,,,1, Communications requirements analysis,,,,,
,,,,,,, Organization process assets updates,,,,,
,,,,,,, Change requests,,,,,
,,,,,,, Project management plan updates,,,,,
Radio,COM,0,1,SingleQuestion,Which tool is used to compare the difference between the baseline and actual performance determine the cause of variance.,,,[Qno: PML_2243] >> ,,,,
,,,,,,,Forecasting,,,,,
,,,,,,,Issue Analysis,,,,,
,,,,,,,Simulation,,,,,
,,,,,,1,Variance Analysis,,,,,
Radio,COM,0,1,SingleQuestion,"If a customer requests for additional work that is not in the contract, then what type of communication the customer should use?",,,[Qno: PML_2246] >> ,,,,
,,,,,,,Verbal,,,,,
,,,,,,1,Formal Written,,,,,
,,,,,,,Informal Verbal,,,,,
,,,,,,,Feedback,,,,,
Radio,COM,0,1,SingleQuestion,You have recently sent one status report to your sponsor. What was the purpose of that?,,,[Qno: PML_2249] >> ,,,,
,,,,,,,Create status report,,,,,
,,,,,,,Get the status from each team member,,,,,
,,,,,,,Review of the activities,,,,,
,,,,,,1,Exchange information about the project.,,,,,
Radio,COM,0,1,SingleQuestion,Phone call and Video Conferencing are ,,,[Qno: PML_2250] >> ,,,,
,,,,,,,Pull Communication,,,,,
,,,,,,1,Interactive Communications,,,,,
,,,,,,,Push Communication,,,,,
,,,,,,,Noise,,,,,
Radio,COM,0,1,SingleQuestion,A process in which you identify all people or organizations impacted by the project is,,,[Qno: PML_2252] >> ,,,,
,,,,,,,Identify Project Team,,,,,
,,,,,,,Manage stakeholder expectations,,,,,
,,,,,,1,Identify Stakeholders,,,,,
,,,,,,,Reports performance,,,,,
Radio,COM,0,1,SingleQuestion,"This week you have been assigned trouble project, where schedule is 50% behind the plan and project manager has left the organization. After evaluation, you discovered that the project is running far behind schedule the schedule then reported by previous project manager. However, the sponsor has been told that the project is on schedule. What is the BEST course of action you will take?",,,[Qno: PML_2291] >> ,,,,
,,,,,,,Add new resource to the project and complete the project on schedule.,,,,,
,,,,,,1,Show your finding and evaluation to sponsor.,,,,,
,,,,,,,Ask your senior manager to deal with this.,,,,,
,,,,,,,Turn the project back to the previous project manager.,,,,,
Radio,COM,0,1,SingleQuestion,You have been assigned as the project manager in the middle of the project but the customer is not happy with the performance of the project. What is the FIRST thing you should do?,,,[Qno: PML_2300] >> ,,,,
,,,,,,,Under the performance criteria from the project plan and achieve those,,,,,
,,,,,,1,Talk to customer and understand his concerns.,,,,,
,,,,,,,"Ignore the customer, it is bound to happen sometimes in project lifecycle.",,,,,
,,,,,,,Leave the project and ask your manager to assign another project.,,,,,
Radio,COM,0,1,SingleQuestion,Which of the following communication method is widely used to explain complex problems?,,,[Qno: PML_2401] >> ,,,,
,,,,,,,Verbal,,,,,
,,,,,,,Formal,,,,,
,,,,,,,Non formal,,,,,
,,,,,,1,Written,,,,,
Radio,COM,0,1,SingleQuestion,"As a project manager, you realize that managing project stakeholder expectations is an important priority. Which statement on project stakeholders is NOT correct?",,,"[Qno: PML_2454] >> Overlooking negative stakeholders can result in an increased difficulty level in your project. Reference: PMBOK(r) Guide Fourth Edition, Page 24",,,,
,,,,,,,Stakeholders has varying degree of responsibilities and it keep changing throughout the project life cycle.,,,,,
,,,,,,1,Negative stakeholders can be ignored because they are not useful for meeting the project objective.,,,,,
,,,,,,,"Government agencies, political parties, trade unions, local citizens can be stakeholders on your project.",,,,,
,,,,,,,Because of conflicting objectives it is very difficult to manage the expectations of stakeholders.,,,,,
Radio,COM,0,1,SingleQuestion,What are the contents of stakeholder register?,,,"[Qno: PML_2482] >>  Reference: PMBOK(r) Guide Fourth Edition, Page Number:243",,,,
,,,,,,1,"Stakeholder interests, involvement, and impact on project success",,,,,
,,,,,,,Their requirements and how to address them,,,,,
,,,,,,,List of all the issues of the stakeholders and responsibility assignment for those issues,,,,,
,,,,,,,Stakeholder needs and communication approach,,,,,
Radio,COM,0,1,SingleQuestion,"Processes required to ensure timely and appropriate generation, collection, dissemination, storage and ultimate disposition of project information are part of",,,[Qno: PML_2718] >> ,,,,
,,,,,,,Manage Stakeholder Expectations,,,,,
,,,,,,1,Project communication management,,,,,
,,,,,,,Project quality control,,,,,
,,,,,,,Project quality assurance,,,,,
Radio,COM,0,1,SingleQuestion,A meeting held to assess project status or progress is called,,,[Qno: PML_2724] >> ,,,,
,,,,,,,Audit reviews,,,,,
,,,,,,1,Performance reviews,,,,,
,,,,,,,Management reviews,,,,,
,,,,,,,Progress informational update meetings,,,,,
Radio,COM,0,1,SingleQuestion,Except ----- all other are tools and techniques for report performance process,,,[Qno: PML_2727] >> ,,,,
,,,,,,,Variance analysis,,,,,
,,,,,,,Forecasting methods,,,,,
,,,,,,,Communication methods,,,,,
,,,,,,1,Interpersonal skills,,,,,
Radio,COM,0,1,SingleQuestion,Which process of communication management knowledge does NOT use communication method tool,,,[Qno: PML_2903] >> While identifying stakeholders you need not to use any communication methods.,,,,
,,,,,,,Distribute Information,,,,,
,,,,,,1,Identify Stakeholders,,,,,
,,,,,,,Plan Communications,,,,,
,,,,,,,Report Performance,,,,,
Radio,COM,0,1,SingleQuestion,Change Log is input to,,,[Qno: PML_2915] >> ,,,,
,,,,,,,Integrated Change Control,,,,,
,,,,,,1,Management Stakeholder Expectation,,,,,
,,,,,,,Manage Project Team,,,,,
,,,,,,,Administer Procurement,,,,,
Radio,COM,0,1,SingleQuestion,One of your stakeholder has recently requested a change which you think is not part of the project scope. What shall you do?,,,[Qno: PML_2916] >> ,,,,
,,,,,,1,"Enter the change in change log, then discuss with stakeholder. If they insist on change then raise a change request and process the same through perform integrated change control",,,,,
,,,,,,,Reject the change,,,,,
,,,,,,,Conduct the impact analysis and ask stakeholder for approval,,,,,
,,,,,,,"Ignore it, as these kind of change request keep coming in any project which has progressive elaboration.",,,,,
Radio,COM,0,1,SingleQuestion,The tool ------- is not suitable for generating forecast information.,,,[Qno: PML_2968] >> PMBOK(r) Guide 4th Edition Page259,,,,
,,,,,,,Earned Value Methods,,,,,
,,,,,,,Analogy with Past Projects,,,,,
,,,,,,,Re-estimating remaining work,,,,,
,,,,,,1,Pareto Chart,,,,,
Radio,COM,0,1,SingleQuestion,Process of making relevant information available to project stakeholders as planned is called,,,[Qno: PML_2969] >> ,,,,
,,,,,,1,Distributed information,,,,,
,,,,,,,Report Performance,,,,,
,,,,,,,Manage Stakeholders Expectations,,,,,
,,,,,,,Monitor & Control Project Communication,,,,,
Radio,COM,0,1,SingleQuestion,The focus of distribute information process is on,,,[Qno: PML_2970] >> ,,,,
,,,,,,1,Execution,,,,,
,,,,,,,Monitoring,,,,,
,,,,,,,Controlling,,,,,
,,,,,,,2 & 3 Both,,,,,
Radio,COM,0,1,SingleQuestion,In your project a stakeholder requested for an unplanned meeting where you need to update the status of the project. This example is related to ,,,[Qno: PML_2971] >> Distribute information is executing process group process and here you may  also have to handle unexpected request like this.,,,,
,,,,,,1,Distribute information process,,,,,
,,,,,,,Manage stakeholder expectations process,,,,,
,,,,,,,Report performance process,,,,,
,,,,,,,All of the above,,,,,
Radio,COM,0,1,SingleQuestion,The process of collecting and distributing performance information is called,,,[Qno: PML_2972] >> ,,,,
,,,,,,,Distributed information,,,,,
,,,,,,1,Report Performance,,,,,
,,,,,,,Manage Stakeholders Expectations,,,,,
,,,,,,,Monitor & Control Project Communication,,,,,
Radio,COM,0,1,SingleQuestion,Which one of the below is not objective of performance reporting,,,[Qno: PML_2973] >> Report performance is focused on monitoring & controlling activities. This process is responsible for periodically compiling project reports and send to the relevant stakeholders.,,,,
,,,,,,,Period collection and analysis of baseline versus actual data,,,,,
,,,,,,,Understand project progress and performance,,,,,
,,,,,,,Forecast the project results,,,,,
,,,,,,1,Making Report available whenever asked,,,,,
Radio,COM,0,1,SingleQuestion,All of the following are inputs of manage stakeholder expectations Except?,,,[Qno: PML_2974] >> ,,,,
,,,,,,,Stakeholder Register,,,,,
,,,,,,,Stakeholder Management Strategy,,,,,
,,,,,,,Change Log,,,,,
,,,,,,1,Activity Resource Estimate,,,,,
Radio,COM,0,1,SingleQuestion,Your PMO periodically makes a project report and send to relevant stakeholders. This process is called,,,[Qno: PML_2975] >> Report performance is focused on monitoring & controlling activities. This process is responsible for periodically compiling project reports and send to the relevant stakeholders.,,,,
,,,,,,1,Report Performance,,,,,
,,,,,,,Distribute Information,,,,,
,,,,,,,Manage Stakeholders Expectations,,,,,
,,,,,,,Monitor & Control Project Communication,,,,,
Radio,COM,0,1,SingleQuestion,Work performance information and work performance measurement both are required for,,,[Qno: PML_2976] >> ,,,,
,,,,,,1,Report  Performance,,,,,
,,,,,,,Distribute information,,,,,
,,,,,,,Manage stakeholder expectations,,,,,
,,,,,,,Manage Project Team,,,,,
Radio,COM,0,1,SingleQuestion,Performance report is input to all EXCEPT,,,[Qno: PML_2977] >> ,,,,
,,,,,,1,Report  Performance,,,,,
,,,,,,,Distribute information,,,,,
,,,,,,,Manage project team,,,,,
,,,,,,,Administer procurement,,,,,
Radio,COM,0,1,SingleQuestion,Budget forecast is input to,,,[Qno: PML_2978] >> Performance report is output of report performance process,,,,
,,,,,,,Cost Control,,,,,
,,,,,,1,Report Performance,,,,,
,,,,,,,Distribute Information,,,,,
,,,,,,,Manage Stakeholder Expectations,,,,,
Radio,COM,0,1,SingleQuestion,Output of distribute information process is,,,[Qno: PML_2979] >> Distribute information process has only one output -Organization Process Assets Updates,,,,
,,,,,,1,Organization process Assets Updates,,,,,
,,,,,,,Enterprise Environment Factor Update,,,,,
,,,,,,,Performance Report,,,,,
,,,,,,,Project Documents Update,,,,,
