View,Category,Randomize,Score,Type,Question,Correct,Answers,Note,Correct_1,Score_1,Case Insensitive,Correlation
,,,,,,, Plan Risk Management is an input to all the remaining Risk Planning processes,,,,,
Radio,RM,0,1,SingleQuestion,Tornado diagrams are part of,,,[Qno: PML_1102] >> ,,,,
,,,,,,,Plan Risk Management,,,,,
,,,,,,,Qualitative Risk Analysis,,,,,
,,,,,,1,Quantitative Risk Analysis,,,,,
,,,,,,,Risk Response Plan,,,,,
Radio,RM,0,1,SingleQuestion,In Probability and Impact Metrics which of the following statement is true?,,,[Qno: PML_1116] >> ,,,,
,,,,,,,"For opportunities, the low risk zone offers lowest risk and best benefits",,,,,
,,,,,,,"For threat, the high risk zone offers greatest benefits",,,,,
,,,,,,1,"For opportunities, the high risk zone offers greatest benefits",,,,,
,,,,,,,For threat the low risk zone should be addressed first,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following statement is true about Beta & Triangular Distribution,,,[Qno: PML_1130] >> PMBOK(r) Guide 4th Edition Page 298,,,,
,,,,,,,Beta Distribution and Triangular distribution are commonly used in stakeholder analysis,,,,,
,,,,,,,Beta Distribution and Triangular distribution are probability distributions used in Quality control to analyze the defect data,,,,,
,,,,,,1,Beta Distribution and Triangular distribution are probability distributions used in Risk Analysis,,,,,
,,,,,,,Beta Distribution and Triangular distribution are used in Cost Variance Analysis,,,,,
Radio,RM,0,1,SingleQuestion,"Where do you maintain low probability low impact risk, so that you can monitor them from time to time but do not waste much time on those.",,,"[Qno: PML_1167] >> A watchlist is the place to keep risks that don&rsquo;t have a high enough probability or impact to make. But they still need to be monitored. By recording the risk in a watchlist, you will have a reminder to check to be sure that circumstances haven&rsquo;t changed as your project goes on. That should give you enough time to come up with a risk response strategy if circumstances change as time goes on.  ",,,,
,,,,,,,In a trigger,,,,,
,,,,,,,In the Probability and Impact Matrix,,,,,
,,,,,,,In the Monte Carlo analysis report,,,,,
,,,,,,1,On a watchlist,,,,,
Radio,RM,0,1,SingleQuestion,You are working onsite with your customer and you have identified an opportunity to potentially increase the project&rsquo;s value. Which of the following is an example of enhancing that opportunity?,,,"[Qno: PML_1193] >> There are four things you can do with any opportunity. 
1- You can exploit the opportunity by making sure you do everything to take the advantage of it. <BR>
2- You can share the opportunity by working with another company in a way that gives you a win-win situation. <BR>
3- You can enhance the opportunity by figuring out a way to increase its value. <BR>
4- Accept the opportunity as it is and move, if you cannot take advantage of the opportunity
",,,,
,,,,,,,"By forming a partnership with another company, the project&rsquo;s value will increase for both companies",,,,,
,,,,,,1,"By taking additional actions, you increase the potential reward without reducing its probability",,,,,
,,,,,,,"By taking out insurance, you can reduce potential costs to the project",,,,,
,,,,,,,"By documenting the opportunity in the register, you can keep track of it and ensure it gets exploited",,,,,
Radio,RM,0,1,SingleQuestion,A project manager uses a facilitator to gather opinions from experts anonymously. What risk identification tool or technique is being performed?,,,[Qno: PML_1203] >>  The Delphi technique is used  to get opinions and ideas from experts. This technique  uses a facilitator and he questionnaires to ask experts about important project risks. Answer is taken from experts and circulated again among experts anonymously so that experts can give unbiased genuine feedback.,,,,
,,,,,,,Brainstorming,,,,,
,,,,,,,SWOT Analysis,,,,,
,,,,,,,Interviews,,,,,
,,,,,,1,Delphi Technique,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following is NOT a tool or technique of Perform Qualitative Risk Analysis?,,,"[Qno: PML_1216] >> Perform Qualitative Risk Analysis is all about prioritizing each risk based on probability and impact. Perform Quantitative Risk Analysis is about quantitative decision making, EMV analysis is part of it.<BR>

Remember, quantitative means numbers and qualitative means judgments! ",,,,
,,,,,,,Risk urgency assessment,,,,,
,,,,,,,Probability and impact matrix,,,,,
,,,,,,,Risk data quality assessment,,,,,
,,,,,,1,Expected monetary value analysis,,,,,
Radio,RM,0,1,SingleQuestion,"You are project manager of a software project and you have outsourced one component to the subcontractor. Based on the input received in last meeting you found that there is only 30% probability that subcontractor will be able to deliver you the component on time. And if he fail to do so it will cost you $10,000 extra to your engineers to rewrite the component. And $15,000 business will be lost due to delay in project. While discussing this problem with your technical leader he comes up with an idea that similar kind of ready made component is available at some site and using this will save project around $6,000. But there is 60% probability that our team can take the advantage of that. What is the EMV of this risk?",,,"[Qno: PML_1219] >> To calculate the expected monetary value (EMV) of a set of threat and opportunities, multiply each probability by its total cost and add them together. <BR><BR>

Cost of Threat = $10,000+$15,000 = $ 25,000<BR>
Probability of occurring risk 70% (100-30= 70%)<BR>
EMV of this threat = 70% x 25,000 = - $17,500<BR>

Cost of Opportunity = $6,000<BR>
Probability of occurring risk is 60%<BR>
EMV of this opportunity= 60% x 6,000  = 3,600<BR>

Total EMV of risk = -$17,500 + $3,600 = - $13,900<BR>

Cost of a threat is negative, and the cost of an opportunity is positive. ",,,,
,,,,,,1,"- $13,900",,,,,
,,,,,,,$ 6200,,,,,
,,,,,,,- $11175,,,,,
,,,,,,,"$39, 750",,,,,
Radio,RM,0,1,SingleQuestion,You are working on a pharmaceutical project and you identified that due to inefficient distillation process 20% of the chemical would be wasted therefore you ordered extra 22% chemical for the process so that project won&rsquo;t face the delay because of reordering. This is what type of risk response strategy?,,,"[Qno: PML_1224] >> You are taking action to mitigate the impact of risk.  Risk mitigation means taking some sort of action that will minimize the damage, if risk occurs. Or reduce the probability of happening the risk",,,,
,,,,,,,Avoid,,,,,
,,,,,,,Accept,,,,,
,,,,,,1,Mitigate,,,,,
,,,,,,,Transfer,,,,,
Radio,RM,0,1,SingleQuestion,Based on your past experience you know that your subcontractor may not deliver the work on time therefore you decided to assign 2 of your team members to search alternative solution as fall back plan. Which of the following BEST describes this scenario?,,,[Qno: PML_1235] >> Risk mitigation means taking some sort of action that will minimize the damage if risk occurs. Or reduce the probability of happening the risk,,,,
,,,,,,,Transference,,,,,
,,,,,,1,Mitigation,,,,,
,,,,,,,Avoidance,,,,,
,,,,,,,Acceptance,,,,,
Radio,RM,0,1,SingleQuestion,While reviewing your risk register you found a risk that remains even after you have implemented all of your response strategies. What kind of risk is this and what should you do about it?,,,[Qno: PML_1244] >> Residual risks are those that that remain in project even after you have planned and implemented all of your risk response strategies. They don&rsquo;t need any further analysis because you have already planned the most complete response strategy.,,,,
,,,,,,1,It&rsquo;s a residual risk; you cannot do anything of those.,,,,,
,,,,,,,It&rsquo;s a residual risk; you need to plan a response strategy for it,,,,,
,,,,,,,It&rsquo;s a secondary risk; you don&rsquo;t need to worry about it,,,,,
,,,,,,,It is a secondary risk; you should plan for avoidance of this.,,,,,
Radio,RM,0,1,SingleQuestion,"Hari is a project manager for a web development project. The project has a 70% chance of making the company $200,000 over the six months. It has a 30% chance of costing the company $100,000. What&rsquo;s the project&rsquo;s EMV?",,,"[Qno: PML_1252] >> While calculating EMV, add those risk which saves money for you (opportunities) treat them as positive and multiply by the probability of happening and add those risk which cost you money treat them as negative and multiply by probability of happening. Add both together<BR><BR>

70% x 200,000 = 140,000<BR>
30% x 100,000 = 30,000<BR>
EMV = 140,000 - 30,000 = 110,000",,,,
,,,,,,1,110000,,,,,
,,,,,,,70000,,,,,
,,,,,,,78000,,,,,
,,,,,,,230000,,,,,
Radio,RM,0,1,SingleQuestion,You project is progressing well with all planning activities. You have sat down with the customer for a JAD session to review some alternatives for proceeding with the project. The customer wants to model some of the potential alternatives forward to see which one of these alternatives offers the best solution. This type of analysis is called,,,"[Qno: PML_1445] >> The technique that uses modeling is the Monte Carlo simulation. PMBOK(r) Guide 4th Edition, p. 438",,,,
,,,,,,, Critical Path analysis,,,,,
,,,,,,1, Monte Carlo analysis ,,,,,
,,,,,,, Multi-objective algorithm analysis,,,,,
,,,,,,, QFD analysis,,,,,
Radio,RM,0,1,SingleQuestion,An unprecedented problem has surfaced in your project and the response plan for this problem is NOT mentioned in your risk register. How would you address this kind of issues,,,"[Qno: PML_1466] >> A workaround is defined as a response to a negative risk that was not part of original risk planning. PMBOK(r) Guide 4th Edition, p. 453. It is usually a solution developed ""on-the-fly"" until a permanent solution can be derived",,,,
,,,,,,,Secondary risk response,,,,,
,,,,,,,Cannot do anything of these kind of unplanned risks,,,,,
,,,,,,1,A workaround risk response ,,,,,
,,,,,,,A contingency risk response,,,,,
Radio,RM,0,1,SingleQuestion, What is the expected monetary value (EMV)?,,,"[Qno: PML_1480] >>  The expected monetary value (EMV) is statistical technique to calculate the future outcome of a risk. It outlines the potential cost of a negative risk or the potential benefit of a positive risk. PMBOK(r) Guide 4th Edition, p. 434",,,,
,,,,,,,What the project ROI will be ,,,,,
,,,,,,1,"The potential cost/benefit of a risk, positive or negative",,,,,
,,,,,,,The amount of the risk contingency budget,,,,,
,,,,,,,The cost baseline minus the risk contingency,,,,,
Radio,RM,0,1,SingleQuestion,On your project you buy insurance for all the equipments what type of risk response plan this is?,,,[Qno: PML_1855] >> ,,,,
,,,,,,1,Mitigation,,,,,
,,,,,,,Acceptance,,,,,
,,,,,,,Avoidance,,,,,
,,,,,,,Analysis,,,,,
Radio,RM,0,1,SingleQuestion,Management reserves are used to handle which type of risk?,,,"[Qno: PML_1856] >> Unpredictable, unthought, unplanned risk, disaster should be managed using management reserve. Special approval is required from management to utilize this fund",,,,
,,,,,,,Known unknowns,,,,,
,,,,,,,business risks,,,,,
,,,,,,1,Unknown unknowns,,,,,
,,,,,,,pure risks,,,,,
Radio,RM,0,1,SingleQuestion,You are trying to reduce the impact of a risk event by reducing the possibility of its occurrence. This is called,,,[Qno: PML_1905] >> ,,,,
,,,,,,,Risk acceptance,,,,,
,,,,,,,Risk mitigation,,,,,
,,,,,,1,Risk avoidance,,,,,
,,,,,,,Contingency planning,,,,,
Radio,RM,0,1,SingleQuestion,Which is not a tool used for Risk Response Planning,,,[Qno: PML_1984] >> Risk Audit is Monitoring & Controlling Tool,,,,
,,,,,,,Avoidance,,,,,
,,,,,,,Transfer,,,,,
,,,,,,,Mitigate,,,,,
,,,,,,1,Risk Audits,,,,,
,,,,,,,Exploit,,,,,
Radio,RM,0,1,SingleQuestion,"You are working on an big IT project and have identified few complex components for which you know that there are better companies in market to deliver it in much efficient way at lesser cost. So you decide to outsource these complex components to 10 sub-contracting IT companies at  Fixed Price contract. In this context, all the following statements relating to transferring of risk to a contractor are true EXCEPT:",,,"[Qno: PML_2058] >> Option1: Not necessarily true. Otherwise why people would like to take insurance if more than the value at risk has to be paid out.<BR>
Option2/Option3: As per PMBoK Fixed price contracts are always in favor of buyer and Cost plus contracts are in favor of seller<BR>
Optione4: Contracts are designed with intention of transferring the risk to some party. Thus transfers the liability also.",,,,
,,,,,,1,Risk transference always involves payment of a premium more than the risk amount.,,,,,
,,,,,,,Fixed price contract always transfers the risk to the seller.,,,,,
,,,,,,,Cost-plus contracts are not in favor of buyer,,,,,
,,,,,,,Contracts are used for the transference of liability for specified risks to another party.,,,,,
Radio,RM,0,1,SingleQuestion,"As a project manager you identified disaster situations (e.g. tornado, fire, tsunami, earthquakes, etc.) as potential risks for real estate project. Your CEO suggested that, at the project level, no steps could be taken to deal with such risks therefore 10% of the total budget of the project has been kept aside for handling these kind of challenges. This is an example of:",,,[Qno: PML_2142] >> ,,,,
,,,,,,,Risk mitigation,,,,,
,,,,,,,Risk avoidance,,,,,
,,,,,,1,Risk acceptance,,,,,
,,,,,,,Bad policy decision,,,,,
Radio,RM,0,1,SingleQuestion,"Overtime associated with the execution effort of a project is estimated at 200 hours with probability 0.5 for activity A, 300 hours with probability 0.6 for Activity B, and 350 hours with probability 0.2 for Activity C. What is the monetary value of the amount of overtime on this project?",,,"[Qno: PML_2349] >> 200 * .5 = 100<BR>
300 * .6 = 180<BR>
350 * .2 = 70<BR><BR>

100 + 180 + 70 = 250<BR>",,,,
,,,,,,1,250 hours,,,,,
,,,,,,,300 Hours,,,,,
,,,,,,,250 hours,,,,,
,,,,,,,100 hours,,,,,
Radio,RM,0,1,SingleQuestion,You area project manager of a project and have done risk response planning. What should you do NEXT?,,,[Qno: PML_2354] >> Update Project Management Plan is the best choice.,,,,
,,,,,,,Update Risk Identification Check list,,,,,
,,,,,,,Root causes of risks,,,,,
,,,,,,1,Update Project Management Plan,,,,,
,,,,,,,Corrective action,,,,,
Radio,RM,0,1,SingleQuestion,Which of the following helps to determine the probability of completing the project?,,,[Qno: PML_2394] >> ,,,,
,,,,,,,Critical Chain Method,,,,,
,,,,,,,Qualitative Risk Analysis,,,,,
,,,,,,,Quantitative Risk Analysis,,,,,
,,,,,,1,Monte Carlo Analysis,,,,,
Radio,RM,0,1,SingleQuestion,A process that is not part of Project Risk Management is:,,,[Qno: PML_2451] >> All are part of Project Risk Management except Solicitation.,,,,
,,,,,,1,Solicitation,,,,,
,,,,,,,Qualification,,,,,
,,,,,,,Quantification,,,,,
,,,,,,,Identification,,,,,
Radio,RM,0,1,SingleQuestion,"You are working on a construction project, in your risk identification process you identified that 20 percent of all risk events identified are associated with the risk category of logistics. Knowing this information will allow you to:",,,[Qno: PML_2491] >> ,,,,
,,,,,,1,Develop a comprehensive logistic plan,,,,,
,,,,,,,Develop a comprehensive human resource plan,,,,,
,,,,,,,Keep good buffer on logistic activities,,,,,
,,,,,,,Knowing that all logistic activities are on critical path,,,,,
Radio,RM,0,1,SingleQuestion,Ravi is PMP and he informs you that Risk Management is very important for your project and you should do risk identification while …… your project,,,"[Qno: PML_2497] >> Risk identification is done as part of the Planning Process Group. Ref: PMBOK(r) Guide 4th Edition Page 43, table 3-1",,,,
,,,,,,1,Planning,,,,,
,,,,,,,Initiating,,,,,
,,,,,,,Executing,,,,,
,,,,,,,Closing,,,,,
Radio,RM,0,1,SingleQuestion,"Of the following, which is not an example of risk?",,,[Qno: PML_2506] >> All are risk except (4th) option. A project manager should monitor and control project activities throughout project lifecycle.,,,,
,,,,,,,Internet is going down while project work transfer to customer&rsquo;s data centre,,,,,
,,,,,,,Losing customer due to poor quality,,,,,
,,,,,,,Removing a resource from project while execution phase,,,,,
,,,,,,1,Monitoring and Controlling project activities,,,,,
